candidate,label,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3
poly_bstar_cslog_loggauss,0-2 loggauss,0.8221636937310453,0.8805659246993749,0.7434091701525393,0.051220141064266776,0.010736982631575616,0.10083776287333272,-0.017648215580362572
reduced_loggauss_powerseed,0-2 powerseed,0.8262320257018096,0.8873004708260892,0.7438821527311905,0.051434423527049036,0.010446343193710524,0.10190220222090669,-0.017031906247891155
poly_bstar_cslog_loggauss__MSHT20N3LO-MC-4-2__aggressive,4-2 best,0.9955386534852959,0.9257017305772558,1.0897126858915922,0.05274089480760804,0.009499679138782165,0.10764140682671908,-0.015525043667739867
poly_bstar_cslog__MSHT20N3LO-MC-4-2__aggressive,4-2 poly-bstar,1.029354042500972,0.9487197764344986,1.1380881285603073,0.05193782626854422,0.010809776449156764,0.10206400229003258,-0.017512212576303903
