0,1,2,3,4,5
0.00011126846297808175,0.00010315266936292138,8.85025418906504e-05,6.988156745005086e-05,5.1537739448687263e-05,3.3321395535437074e-05
0.00010315266936292138,9.56534083521965e-05,8.211309058274467e-05,6.489802541742174e-05,4.791243452003412e-05,3.105695915989142e-05
8.85025418906504e-05,8.211309058274467e-05,7.057090802560971e-05,5.58876595346797e-05,4.1351323893341094e-05,2.6948412501649538e-05
6.988156745005086e-05,6.489802541742174e-05,5.58876595346797e-05,4.441419711173321e-05,3.2986837800979104e-05,2.169443939049224e-05
5.1537739448687263e-05,4.791243452003412e-05,4.1351323893341094e-05,3.2986837800979104e-05,2.460158507683552e-05,1.6338252711829112e-05
3.3321395535437074e-05,3.105695915989142e-05,2.6948412501649538e-05,2.169443939049224e-05,1.6338252711829112e-05,1.1102209103353308e-05
