0,1,2,3,4,5,6,7,8,9
6.618732125494717e-06,6.253408782598374e-06,5.570545822206144e-06,4.659405261221901e-06,3.634353392877547e-06,2.6096471398412888e-06,1.6879859484482346e-06,9.15597692140918e-07,3.4427449474224994e-07,-3.153421525669822e-08
6.253408782598374e-06,5.908965043084194e-06,5.265069723580219e-06,4.404898878417553e-06,3.438511240361586e-06,2.471611241596991e-06,1.6022287898086728e-06,8.718489215803573e-07,3.31725068027094e-07,-2.388706909783292e-08
5.570545822206144e-06,5.265069723580219e-06,4.693915230652494e-06,3.92911119447016e-06,3.072148189015744e-06,2.213229093448242e-06,1.4413824887335897e-06,7.897366623035752e-07,3.0798825035583277e-07,-9.84363403149109e-09
4.659405261221901e-06,4.404898878417553e-06,3.92911119447016e-06,3.294502618836274e-06,2.579000580265061e-06,1.8631782040470151e-06,1.2176912805056659e-06,6.761445360440318e-07,2.735456082934775e-07,6.4684270444965424e-09
3.634353392877547e-06,3.438511240361586e-06,3.072148189015744e-06,2.579000580265061e-06,2.028991368258718e-06,1.4751763078163776e-06,9.772806164302717e-07,5.518138207541294e-07,2.3640572546452334e-07,2.6126326392431747e-08
2.6096471398412888e-06,2.471611241596991e-06,2.213229093448242e-06,1.8631782040470151e-06,1.4751763078163776e-06,1.0823671957443555e-06,7.292419401725178e-07,4.2317881937631854e-07,1.9581464534968132e-07,4.267788464067689e-08
1.6879859484482346e-06,1.6022287898086728e-06,1.4413824887335897e-06,1.2176912805056659e-06,9.772806164302717e-07,7.292419401725178e-07,5.080880293021278e-07,3.0639673888852784e-07,1.575849617636117e-07,5.592737369823203e-08
9.15597692140918e-07,8.718489215803573e-07,7.897366623035752e-07,6.761445360440318e-07,5.518138207541294e-07,4.2317881937631854e-07,3.0639673888852784e-07,2.0002349599052365e-07,1.1905426673027987e-07,6.125472539430494e-08
3.4427449474224994e-07,3.31725068027094e-07,3.0798825035583277e-07,2.735456082934775e-07,2.3640572546452334e-07,1.9581464534968132e-07,1.575849617636117e-07,1.1905426673027987e-07,8.774562240054375e-08,6.256826362470638e-08
-3.153421525669822e-08,-2.388706909783292e-08,-9.84363403149109e-09,6.4684270444965424e-09,2.6126326392431747e-08,4.267788464067689e-08,5.592737369823203e-08,6.125472539430494e-08,6.256826362470638e-08,5.9214186279976824e-08
