0,1,2
1.2031708896362902e-07,-4.7172360195705966e-08,-7.314472876792419e-08
-4.7172360195705966e-08,2.0860641144486333e-08,2.6311719051220023e-08
-7.314472876792419e-08,2.6311719051220023e-08,4.68330097167049e-08
