0,1,2,3,4,5,6,7,8,9
5.610716197794334e-07,5.343718520484799e-07,4.844582515209557e-07,4.174169808435146e-07,3.418164617650394e-07,2.6913361126874465e-07,2.0363829812757985e-07,1.4798923854950014e-07,1.0452496962389319e-07,7.219603877810131e-08
5.343718520484799e-07,5.089490900017756e-07,4.6141934626498586e-07,3.9757490932777083e-07,3.2557788002008693e-07,2.563603738026026e-07,1.9398562758872048e-07,1.4098846452884688e-07,9.959352410055155e-08,6.88024725450007e-08
4.844582515209557e-07,4.6141934626498586e-07,4.183472412009282e-07,3.6048296664697326e-07,2.9522902101438365e-07,2.3249185457971685e-07,1.7595254321304692e-07,1.2791520476430476e-07,9.03901381511932e-08,6.247442600934631e-08
4.174169808435146e-07,3.9757490932777083e-07,3.6048296664697326e-07,3.106586386144254e-07,2.5447243880932275e-07,2.004409587288312e-07,1.5174269924415005e-07,1.1036916650257359e-07,7.804274917021013e-08,5.3988704654937945e-08
3.418164617650394e-07,3.2557788002008693e-07,2.9522902101438365e-07,2.5447243880932275e-07,2.0851680119875462e-07,1.6430318507954708e-07,1.2444739806193853e-07,9.058914266050307e-08,6.412573532883768e-08,4.442648925592277e-08
2.6913361126874465e-07,2.563603738026026e-07,2.3249185457971685e-07,2.004409587288312e-07,1.6430318507954708e-07,1.2952138712462625e-07,9.816144626325278e-08,7.152265374711114e-08,5.069343961716932e-08,3.518116562837854e-08
2.0363829812757985e-07,1.9398562758872048e-07,1.7595254321304692e-07,1.5174269924415005e-07,1.2444739806193853e-07,9.816144626325278e-08,7.445676615724227e-08,5.4320809192886875e-08,3.8567383526877995e-08,2.6827942697637807e-08
1.4798923854950014e-07,1.4098846452884688e-07,1.2791520476430476e-07,1.1036916650257359e-07,9.058914266050307e-08,7.152265374711114e-08,5.4320809192886875e-08,3.9712212374335133e-08,2.8272656697603088e-08,1.9739370737974538e-08
1.0452496962389319e-07,9.959352410055155e-08,9.03901381511932e-08,7.804274917021013e-08,6.412573532883768e-08,5.069343961716932e-08,3.8567383526877995e-08,2.8272656697603088e-08,2.020149790902186e-08,1.4172641186949774e-08
7.219603877810131e-08,6.88024725450007e-08,6.247442600934631e-08,5.3988704654937945e-08,4.442648925592277e-08,3.518116562837854e-08,2.6827942697637807e-08,1.9739370737974538e-08,1.4172641186949774e-08,1.0006832445057755e-08
