0,1,2,3,4,5,6,7
4.705883815215084e-05,4.3506005069865975e-05,3.73553870322668e-05,3.008815029041443e-05,2.292721431273923e-05,1.6989918973230093e-05,1.2367077264210065e-05,8.88445555351583e-06
4.3506005069865975e-05,4.022168710804535e-05,3.453590452672362e-05,2.781770911476103e-05,2.119797376486257e-05,1.570936402359109e-05,1.143564578099443e-05,8.215988805665541e-06
3.73553870322668e-05,3.453590452672362e-05,2.9654814844039554e-05,2.3887094244329473e-05,1.820424948903293e-05,1.3492376075699598e-05,9.823051362167726e-06,7.058634423087081e-06
3.008815029041443e-05,2.781770911476103e-05,2.3887094244329473e-05,1.9242190822748946e-05,1.4665946751368205e-05,1.087152586768211e-05,7.91627549825407e-06,5.6897363928206544e-06
2.292721431273923e-05,2.119797376486257e-05,1.820424948903293e-05,1.4665946751368205e-05,1.1180518190195048e-05,8.290447376148743e-06,6.038864853344689e-06,4.3423426747674215e-06
1.6989918973230093e-05,1.570936402359109e-05,1.3492376075699598e-05,1.087152586768211e-05,8.290447376148743e-06,6.150143540400616e-06,4.481967163574901e-06,3.224886442898715e-06
1.2367077264210065e-05,1.143564578099443e-05,9.823051362167726e-06,7.91627549825407e-06,6.038864853344689e-06,4.481967163574901e-06,3.26798720135929e-06,2.3530520565529237e-06
8.88445555351583e-06,8.215988805665541e-06,7.058634423087081e-06,5.6897363928206544e-06,4.3423426747674215e-06,3.224886442898715e-06,2.3530520565529237e-06,1.6958646721648698e-06
