0,1,2,3,4,5,6,7,8,9
3.234693343534237e-06,3.06631089389712e-06,2.756630482795337e-06,2.352316530263338e-06,1.9048389801975447e-06,1.463833819431208e-06,1.0755839549106357e-06,7.515214611745717e-07,5.002556973435976e-07,3.162374177579859e-07
3.06631089389712e-06,2.9067541571729644e-06,2.613293833543776e-06,2.230148558386083e-06,1.8060889129193708e-06,1.3881659719014159e-06,1.0201952468140939e-06,7.13042424847417e-07,4.7486282246256456e-07,3.0040143713447234e-07
2.756630482795337e-06,2.613293833543776e-06,2.34965273934825e-06,2.005420310726689e-06,1.624411556050263e-06,1.2489209516511192e-06,9.182359724251525e-07,6.421764376838453e-07,4.280632277291621e-07,2.711816827234089e-07
2.352316530263338e-06,2.230148558386083e-06,2.005420310726689e-06,1.7119744415785898e-06,1.3871529740256116e-06,1.0670420571688667e-06,7.850260680291035e-07,5.495553762082423e-07,3.668621450516638e-07,2.329363421006375e-07
1.9048389801975447e-06,1.8060889129193708e-06,1.624411556050263e-06,1.3871529740256116e-06,1.1244967548752994e-06,8.656560208605116e-07,6.374933914848283e-07,4.469381503712939e-07,2.990185066947954e-07,1.90503322124266e-07
1.463833819431208e-06,1.3881659719014159e-06,1.2489209516511192e-06,1.0670420571688667e-06,8.656560208605116e-07,6.672057126326023e-07,4.921203187235044e-07,3.4583247383900105e-07,2.3218355992580148e-07,1.4871031260899766e-07
1.0755839549106357e-06,1.0201952468140939e-06,9.182359724251525e-07,7.850260680291035e-07,6.374933914848283e-07,4.921203187235044e-07,3.6371545262695303e-07,2.5637160878717225e-07,1.7288998999415153e-07,1.114794847162783e-07
7.515214611745717e-07,7.13042424847417e-07,6.421764376838453e-07,5.495553762082423e-07,4.469381503712939e-07,3.4583247383900105e-07,2.5637160878717225e-07,1.8152240548036648e-07,1.2321929969477087e-07,8.023067139746432e-08
5.002556973435976e-07,4.7486282246256456e-07,4.280632277291621e-07,3.668621450516638e-07,2.990185066947954e-07,2.3218355992580148e-07,1.7288998999415153e-07,1.2321929969477087e-07,8.443640381590738e-08,5.574119311843655e-08
3.162374177579859e-07,3.0040143713447234e-07,2.711816827234089e-07,2.329363421006375e-07,1.90503322124266e-07,1.4871031260899766e-07,1.114794847162783e-07,8.023067139746432e-08,5.574119311843655e-08,3.752448906571857e-08
