0,1,2,3,4,5,6,7,8,9,10
1.1441363139373222e-07,1.0895421215480007e-07,9.884455834478376e-08,8.532189874172858e-08,7.026139516302643e-08,5.522103662106667e-08,4.1554162650700836e-08,2.9982569476571576e-08,2.0844975787855005e-08,1.3780878464437325e-08,4.836643468145051e-09
1.0895421215480007e-07,1.0376042187161434e-07,9.414001573275054e-08,8.126995809466879e-08,6.693609992320494e-08,5.262058899538789e-08,3.961142337055022e-08,2.8594993004786828e-08,1.9894556295218148e-08,1.3165976582487469e-08,4.640745073585087e-09
9.884455834478376e-08,9.414001573275054e-08,8.542648091871923e-08,7.376563268970557e-08,6.077744435063597e-08,4.780414802898687e-08,3.6012738027527514e-08,2.602411865409476e-08,1.813287410631801e-08,1.2025715877543226e-08,4.277170311550062e-09
8.532189874172858e-08,8.126995809466879e-08,7.376563268970557e-08,6.372055888739212e-08,5.252896766022631e-08,4.134783317019673e-08,3.1182863281678585e-08,2.256786332348364e-08,1.5758722940924068e-08,1.0483401710935163e-08,3.776742332316077e-09
7.026139516302643e-08,6.693609992320494e-08,6.077744435063597e-08,5.252896766022631e-08,4.333950608766336e-08,3.415468103804831e-08,2.5801599593398784e-08,1.8716570590561833e-08,1.311268085295972e-08,8.763851624746429e-09,3.2174128364073947e-09
5.522103662106667e-08,5.262058899538789e-08,4.780414802898687e-08,4.134783317019673e-08,3.415468103804831e-08,2.696171076944716e-08,2.0416695061000003e-08,1.4858647071293836e-08,1.0458178732685073e-08,7.034963892465619e-09,2.649200569722146e-09
4.1554162650700836e-08,3.961142337055022e-08,3.6012738027527514e-08,3.1182863281678585e-08,2.5801599593398784e-08,2.0416695061000003e-08,1.5514391691937514e-08,1.1343119544929539e-08,8.03603727725214e-09,5.454327339465984e-09,2.124597051050467e-09
2.9982569476571576e-08,2.8594993004786828e-08,2.602411865409476e-08,2.256786332348364e-08,1.8716570590561833e-08,1.4858647071293836e-08,1.1343119544929539e-08,8.34523973964434e-09,5.963491028967351e-09,4.095038352636839e-09,1.663374264143334e-09
2.0844975787855005e-08,1.9894556295218148e-08,1.813287410631801e-08,1.5758722940924068e-08,1.311268085295972e-08,1.0458178732685073e-08,8.03603727725214e-09,5.963491028967351e-09,4.312340152678737e-09,3.0075515133402115e-09,1.2872686987154556e-09
1.3780878464437325e-08,1.3165976582487469e-08,1.2025715877543226e-08,1.0483401710935163e-08,8.763851624746429e-09,7.034963892465619e-09,5.454327339465984e-09,4.095038352636839e-09,3.0075515133402115e-09,2.1395760804340544e-09,9.74779596554647e-10
4.836643468145051e-09,4.640745073585087e-09,4.277170311550062e-09,3.776742332316077e-09,3.2174128364073947e-09,2.649200569722146e-09,2.124597051050467e-09,1.663374264143334e-09,1.2872686987154556e-09,9.74779596554647e-10,5.262417858604108e-10
