0,1,2,3,4,5,6
0.00016097976487957301,0.00015058635071193803,0.00013176912704955515,0.00010788517954074883,8.265868921771328e-05,5.929418851937105e-05,3.973518950629823e-05
0.00015058635071193803,0.00014086644741529114,0.00012326847280630943,0.00010093178941118335,7.733911031239316e-05,5.548682008973312e-05,3.719299507229291e-05
0.00013176912704955515,0.00012326847280630943,0.00010787769872889877,8.834203550416597e-05,6.770707718589325e-05,4.859243472267813e-05,3.25890645009834e-05
0.00010788517954074883,0.00010093178941118335,8.834203550416597e-05,7.236100388914906e-05,5.547958658420123e-05,3.983930971739813e-05,2.674285714011848e-05
8.265868921771328e-05,7.733911031239316e-05,6.770707718589325e-05,5.547958658420123e-05,4.256182469188229e-05,3.0590587232906545e-05,2.056404226313526e-05
5.929418851937105e-05,5.548682008973312e-05,4.859243472267813e-05,3.983930971739813e-05,3.0590587232906545e-05,2.2016990990901296e-05,1.4832426137912593e-05
3.973518950629823e-05,3.719299507229291e-05,3.25890645009834e-05,2.674285714011848e-05,2.056404226313526e-05,1.4832426137912593e-05,1.0026730034508358e-05
