qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 ,total_xsec,error_mult_1,bin_integrate_factor
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.02781,0.000117,0.000133,0.000103,0.0,192.119,0.0030762184,1.0
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.05802,0.000151,0.000226,0.000203,0.0,192.119,0.0030762184,1.0
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.05782,0.000145,0.000156,0.000225,0.0,192.119,0.0030762184,1.0
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.04868,0.000136,0.000131,0.000185,0.0,192.119,0.0030762184,1.0
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.04047,0.000125,0.000121,0.000138,0.0,192.119,0.0030762184,1.0
True,11.0,10.0,12.0,True,91.0,66.0,116.0,True,1.5,1.0,2.0,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.03381,0.000115,0.000108,0.000115,0.0,192.119,0.0030762184,1.0
