0,1,2,3,4,5,6,7,8,9,10,11,12
5.141868032221204e-06,4.895940567587652e-06,4.544229883246794e-06,3.9958859572665315e-06,3.3761083895023198e-06,2.7224268823761075e-06,2.0852974041487e-06,1.5105551001553056e-06,1.0323273322807354e-06,6.577797638189415e-07,3.847264197161171e-07,2.0075752738535063e-07,8.808498895371022e-08
4.895940567587652e-06,4.663044976454801e-06,4.3285107748352055e-06,3.80737313576585e-06,3.2181836617896514e-06,2.596738423802618e-06,1.990703467867433e-06,1.4438416903000054e-06,9.88494476568694e-07,6.315740162949077e-07,3.7105297459029686e-07,1.9521134700185294e-07,8.719714534222128e-08
4.544229883246794e-06,4.3285107748352055e-06,4.019748855758264e-06,3.5370073334242204e-06,2.9915442471652055e-06,2.4158629096408436e-06,1.8541838858119938e-06,1.3470599196465743e-06,9.244004579415695e-07,5.927153102415735e-07,3.502003704934404e-07,1.8610042362384874e-07,8.489634039234306e-08
3.9958859572665315e-06,3.80737313576585e-06,3.5370073334242204e-06,3.1163821570948286e-06,2.639724214245599e-06,2.1364680822695215e-06,1.6447351136740893e-06,1.2001147441654675e-06,8.286148003759318e-07,5.362067745363909e-07,3.214610649142011e-07,1.7520719820289024e-07,8.405410218101351e-08
3.3761083895023198e-06,3.2181836617896514e-06,2.9915442471652055e-06,2.639724214245599e-06,2.2401341418844307e-06,1.8179041316890004e-06,1.4045986727339504e-06,1.0302251378444098e-06,7.164543361386904e-07,4.6858040585417557e-07,2.8556336252764334e-07,1.5995043770754922e-07,8.069730202778744e-08
2.7224268823761075e-06,2.596738423802618e-06,2.4158629096408436e-06,2.1364680822695215e-06,1.8179041316890004e-06,1.4809607460975157e-06,1.1502365621983631e-06,8.498808402283048e-07,5.970044144293728e-07,3.9617217373695374e-07,2.467410773357029e-07,1.4304957964698193e-07,7.65071366980347e-08
2.0852974041487e-06,1.990703467867433e-06,1.8541838858119938e-06,1.6447351136740893e-06,1.4045986727339504e-06,1.1502365621983631e-06,8.996217888668982e-07,6.711792187651226e-07,4.77636633968328e-07,3.2280253084166347e-07,2.0639071439638204e-07,1.2443214581866053e-07,7.067999194803776e-08
1.5105551001553056e-06,1.4438416903000054e-06,1.3470599196465743e-06,1.2001147441654675e-06,1.0302251378444098e-06,8.498808402283048e-07,6.711792187651226e-07,5.074006924951948e-07,3.6736228043038664e-07,2.5415137992700356e-07,1.6777683122440794e-07,1.0574922074497381e-07,6.389257990262188e-08
1.0323273322807354e-06,9.88494476568694e-07,9.244004579415695e-07,8.286148003759318e-07,7.164543361386904e-07,5.970044144293728e-07,4.77636633968328e-07,3.6736228043038664e-07,2.718163089731878e-07,1.9342711841146344e-07,1.324106593410527e-07,8.744001978659824e-08,5.600014918196865e-08
6.577797638189415e-07,6.315740162949077e-07,5.927153102415735e-07,5.362067745363909e-07,4.6858040585417557e-07,3.9617217373695374e-07,3.2280253084166347e-07,2.5415137992700356e-07,1.9342711841146344e-07,1.42487974252986e-07,1.0167547703389797e-07,7.050874048562237e-08,4.771476151731123e-08
3.847264197161171e-07,3.7105297459029686e-07,3.502003704934404e-07,3.214610649142011e-07,2.8556336252764334e-07,2.467410773357029e-07,2.0639071439638204e-07,1.6777683122440794e-07,1.324106593410527e-07,1.0167547703389797e-07,7.596491022201678e-08,5.5344776583911385e-08,3.9383801421161414e-08
2.0075752738535063e-07,1.9521134700185294e-07,1.8610042362384874e-07,1.7520719820289024e-07,1.5995043770754922e-07,1.4304957964698193e-07,1.2443214581866053e-07,1.0574922074497381e-07,8.744001978659824e-08,7.050874048562237e-08,5.5344776583911385e-08,4.231242576489281e-08,3.1483937041038365e-08
8.808498895371022e-08,8.719714534222128e-08,8.489634039234306e-08,8.405410218101351e-08,8.069730202778744e-08,7.65071366980347e-08,7.067999194803776e-08,6.389257990262188e-08,5.600014918196865e-08,4.771476151731123e-08,3.9383801421161414e-08,3.1483937041038365e-08,2.433217897100521e-08
