0,1,2,3,4,5,6,7,8,9
1.0750707884645033e-05,1.0345217262995275e-05,9.577951097483666e-06,8.527533908291157e-06,7.297008717690294e-06,6.027174383691956e-06,4.7040614704941884e-06,3.555578176919748e-06,2.5664556125638654e-06,1.7632702887070901e-06
1.0345217262995275e-05,9.955699829762526e-06,9.21860603232405e-06,8.209348515342615e-06,7.026752561689771e-06,5.806856547535762e-06,4.533665043377795e-06,3.4287418812723178e-06,2.477101474897327e-06,1.703573761370498e-06
9.577951097483666e-06,9.21860603232405e-06,8.538511614043294e-06,7.607020863452576e-06,6.5150032372484035e-06,5.38943599146174e-06,4.210707106636694e-06,3.188202648286826e-06,2.307468601108743e-06,1.5901068662452592e-06
8.527533908291157e-06,8.209348515342615e-06,7.607020863452576e-06,6.781662322092708e-06,5.813322567480288e-06,4.816455653670818e-06,3.7670437147996432e-06,2.8573345482349226e-06,2.07364052836459e-06,1.43331588843446e-06
7.297008717690294e-06,7.026752561689771e-06,6.5150032372484035e-06,5.813322567480288e-06,4.989226623039199e-06,4.142265459551878e-06,3.244319111344656e-06,2.4666769150032723e-06,1.7965885160363059e-06,1.2467861705895227e-06
6.027174383691956e-06,5.806856547535762e-06,5.38943599146174e-06,4.816455653670818e-06,4.142265459551878e-06,3.4518571588914735e-06,2.709984318454943e-06,2.068574130029415e-06,1.5159338446320756e-06,1.059120550353785e-06
4.7040614704941884e-06,4.533665043377795e-06,4.210707106636694e-06,3.7670437147996432e-06,3.244319111344656e-06,2.709984318454943e-06,2.1317675559048406e-06,1.6310060935169488e-06,1.200250946576489e-06,8.422665769235239e-07
3.555578176919748e-06,3.4287418812723178e-06,3.188202648286826e-06,2.8573345482349226e-06,2.4666769150032723e-06,2.068574130029415e-06,1.6310060935169488e-06,1.2544043258888026e-06,9.291752009112083e-07,6.568511628953525e-07
2.5664556125638654e-06,2.477101474897327e-06,2.307468601108743e-06,2.07364052836459e-06,1.7965885160363059e-06,1.5159338446320756e-06,1.200250946576489e-06,9.291752009112083e-07,6.951065288367758e-07,4.965608315870057e-07
1.7632702887070901e-06,1.703573761370498e-06,1.5901068662452592e-06,1.43331588843446e-06,1.2467861705895227e-06,1.059120550353785e-06,8.422665769235239e-07,6.568511628953525e-07,4.965608315870057e-07,3.5866447939290037e-07
