model,param,value,sigma_norm,sigma_phys,reference,z_vs_reference,frac_uncertainty
poly_bstar_cslog,lambda1,1.16428141948,30.265337051979994,241.51738967480037,,,207.43901399944068
poly_bstar_cslog,lambda2,1.23002132209,44.29438335872695,353.46917920264104,,,287.36833488548086
poly_bstar_cslog,lambda3,-1.87544132597,253.38100080348363,5067.620016069673,0.0,-0.00037008325802307263,
poly_bstar_cslog,lambda4,0.213903204609,71.79642486649774,71.79642486649774,0.0,0.0029793016157384365,
poly_bstar_cslog,alpha,0.909384626124,1324.9950620514896,2649.9901241029793,1.0,-3.419460814280329e-05,
poly_bstar_cslog,BNP,1.54215843219,102.79280728399661,421.45050986438605,,,273.2861300546724
poly_bstar_cslog,c0,0.0810802375902,321.0285264268296,80.2571316067074,,,989.8482539277601
poly_bstar_cslog,c1,0.0198035860112,409.9569576695397,102.48923941738492,0.0,0.00019322600229815717,
