model,label,n_total,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,hessian_evals,grad_norm_log10,hessian_min_eig,hessian_max_eig
poly_bstar_cslog_loggauss,Poly-x bstar + CSlog + loggauss,465,0.8221166366710688,382.284236052047,0.051243420553660976,0.01073994770734615,243,0.033533768079439044,-33475.36795086785,1035446.7452082636
baseline_unfrozen,0112 baseline,465,0.833860006896425,387.74490320683765,0.05491399418122,0.020045459239322418,243,0.06997688945912875,-47107.53212120967,517424.79485413874
poly_bstar_cslog,Poly-x bstar + CSlog,465,0.8347304978482539,388.1496814994381,0.05283391337374152,0.012694392169410507,129,0.030697626244278724,-7146.47230563123,948075.4430997188
