candidate,chi2dN_total,highE_mean_absdev_first3,highE_mean_shortfall_first3
art23_mu_poly_bstar_cslog,0.8355849557597974,0.052765697540144124,0.01249868200249101
baseline_unfrozen,0.8351773111771693,0.0550188125829113,0.020125024461523297
