candidate,label,file,bin_index,qT,data,prediction,ratio,error_data,error_total,error_data_ratio,error_total_ratio,chi2dN_file,N_file
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,0,1.0,0.02861,0.02823252358627161,0.9868061372342402,0.00017678800864312036,0.00045452888973468095,0.006179238330762683,0.01588706360484729,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,1,3.0,0.05874,0.058190545068654335,0.9906459834636421,0.00030223997088406427,0.000517795072462729,0.005145385953082469,0.008815033579549353,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,2,5.0,0.05834,0.058237834247540615,0.9982487872392974,0.0002784385030846129,0.00028537334947195344,0.004772686031618322,0.004891555527458921,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,3,7.0,0.04972,0.04988383004053489,1.0032950531081033,0.00023892048886606606,0.00032326877899578675,0.004805319566895939,0.006501785579159026,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,4,9.0,0.04106,0.04149285904506062,1.010542110206055,0.00020646065000382035,0.0003505600449454767,0.005028267170088172,0.008537750729310198,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-00y10.csv,5,11.0,0.03385,0.03428240801193787,1.0127742396436594,0.00018081205712009362,0.0003818662216911205,0.0053415674186142875,0.011281129148925274,0.4534370174114182,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,0,1.0,0.02781,0.02779072535549343,0.9993069167743052,0.00020490729611216872,0.000444001935283071,0.007368115645888842,0.01596554963261672,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,1,3.0,0.05802,0.05718097002976936,0.9855389525985756,0.00033924327554131413,0.0005088797330332987,0.005847005783200864,0.008770764099160612,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,2,5.0,0.05782,0.057245532506545585,0.9900645539008229,0.00030981607446999905,0.000328927124502594,0.005358285618644051,0.005688812253590349,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,3,7.0,0.04868,0.04929911293108728,1.0127180141965342,0.0002643520380099234,0.0003317505814833793,0.005430403410228501,0.00681492566728388,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,4,9.0,0.04047,0.041077053469356396,1.0150000857266221,0.00022205855083738614,0.00034103776589640054,0.005486991619406626,0.008426927746389931,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-10y20.csv,5,11.0,0.03381,0.03401660570774795,1.0061107869786439,0.0001952280717519896,0.0003570026202690625,0.005774270090268844,0.01055908371100451,3.245547562817961,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-20y24.csv,0,1.0,0.0271,0.02816006720055277,1.0391168708691059,0.0004645869132896449,0.0006732678011859253,0.017143428534673242,0.024843830302063663,1.3423236873082827,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-20y24.csv,1,3.0,0.0568,0.05641650694024273,0.9932483616239917,0.0006450186043828503,0.0007532546713607318,0.011355961344768491,0.013261525904238236,1.3423236873082827,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-20y24.csv,2,5.0,0.0564,0.05533119603452624,0.9810495750802526,0.0006020373742551205,0.000632828740692015,0.010674421529346109,0.011220367742766224,1.3423236873082827,6
reduced_loggauss_powerseed,0-2 powerseed,ATLAS_7\ATLAS7-20y24.csv,3,7.0,0.0471,0.04744697941421558,1.007366866543855,0.000527175492601847,0.000573751524459231,0.011192685617873607,0.012181561028858406,1.3423236873082827,6
