Name,E228-300
Comment,E288 (300) data
Reference,Phys.Rev.D 23 (1981) 604
Process type,DY
Number of points,118
Number of uncorr.errors,1
Number of corr.errors,0
Number of norm.errors,1
List of norm.errors (relative),0.25
Total cross-section nomalized,False
List of points 
Point id,process id,s[GeV^2],<Q>[GeV],Qmin[GeV],Qmax[GeV],<y>,yMin,yMax,<qT>[GeV],qTMin[GeV],qTMax[GeV],xSec,Uncorr.Err.0,Th.Factor,FiducialCuts,kCut1[GeV],kCut2[GeV],etaMin,etaMax
E228-300.11Q12.0,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,0.1,0.0,0.2,2.71,2.72,13262.911924324999,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.1,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,0.30000000000000004,0.2,0.4,0.79,0.79,4420.970641441667,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.2,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,0.5,0.4,0.6,1.01,0.72,2652.582384865001,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.3,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,0.7,0.6,0.8,1.0,0.58,1894.7017034749992,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.4,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,0.9,0.8,1.0,0.68,0.48,1473.6568804805563,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.5,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,1.1,1.0,1.2,1.18,0.6,1205.7192658477277,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.6,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,1.2999999999999998,1.2,1.4,0.26,0.26,1020.2239941788467,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.7,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,1.5,1.4,1.6,0.54,0.38,884.1941282883322,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.8,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,1.7000000000000002,1.6,1.8,0.35,0.35,780.1712896661769,False,0.0,0.0,-1000.0,1000.0
E228-300.11Q12.11,1 - 2 - 1001,563.1129,11.5,11.0,12.0,0.21000000000000002,-0.09,0.51,2.3,2.2,2.4,0.29,0.3,576.6483445358703,False,0.0,0.0,-1000.0,1000.0
