0,1,2
1.2264763188047911e-07,-4.7289926742204505e-08,-7.535770513827611e-08
-4.7289926742204505e-08,1.9879905439041217e-08,2.7410021303163814e-08
-7.535770513827611e-08,2.7410021303163814e-08,4.7947683835113316e-08
