model,label,n_total,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,hessian_evals,grad_norm_log10,hessian_min_eig,hessian_max_eig
xb_bump_logb_nobump,"Localized x-b logb multiplier, no bump",465,0.8046963605085491,374.1838076364753,0.05104297143340097,0.010788299958106432,243,0.038675942548175204,7722.527971862718,896790.441405304
xb_bump_logb_mult,Localized x-b logb multiplier,465,0.8047519970454953,374.2096786261553,0.05133392427903052,0.010753731448796648,289,0.11954296292105174,-12183.50060498797,807921.2402328629
reduced_loggauss_powerseed,Reduced loggauss power-seed,465,0.826230982509147,384.19740686675334,0.05143438425979511,0.010446324526694398,163,0.028546031348117642,2482.595177257692,1019673.2283276881
entangle_window_exp,Window-exp entangled,465,0.8339182586364596,387.7719902659537,0.050893911976074735,0.010851918789042332,201,0.07872830976446007,-46234.65694407413,1004228.6207210633
