rank,model,test,fixed_map,chi2dN_total,chi2_total,highE_mean_absdev_first3,highE_mean_shortfall_first3,delta_chi2dN,delta_chi2_total,delta_absdev,delta_shortfall,fit_evals,fit_elapsed_s
1,entangle_window_exp,c0_zero,"{""c0"": 0.0}",1.2714780622593052,591.2372989505769,0.0616921604412238,0.0169494387958627,0.4375598036228455,203.4653086846232,0.010798248465149,0.0060975200068204,90,7.421943200000896
2,entangle_window_exp,lambda2_zero,"{""lambda2"": 0.0}",1.06938848591246,497.2656459492939,0.0507539627596091,0.0089305396438926,0.2354702272760004,109.4936556833402,-0.0001399492164655,-0.0019213791451496,90,7.231469600001219
3,entangle_window_exp,c1_zero,"{""c1"": 0.0}",1.0136564192005295,471.3502349282462,0.0503003241521429,0.0173022802550243,0.1797381605640698,83.57824466229249,-0.0005935878239317,0.006450361465982,90,7.581315699999322
4,entangle_window_exp,lambda1_zero,"{""lambda1"": 0.0}",0.9399984426381311,437.0992758267311,0.0513070961846479,0.0106021010331511,0.1060801840016716,49.327285560777305,0.0004131842085731,-0.0002498177558911,90,7.528951799999049
5,entangle_window_exp,entangle_off,"{""axb"": 0.0, ""bw"": 1.44590833446, ""logx0"": -4.5930620935, ""sigx"": 0.298543697916}",0.853236491796387,396.75496868532,0.0525675716104343,0.0122707210377154,0.0193182331599274,8.982978419366251,0.0016736596343595,0.0014188022486731,90,7.596938199998476
6,entangle_window_exp,lambda4_zero,"{""lambda4"": 0.0}",0.8416750608620144,391.3789033008367,0.0523007371915909,0.0115741262735602,0.0077568022255547,3.6069130348829583,0.0014068252155162,0.0007222074845179,90,7.577466700000514
