0,1,2,3,4
1.711944634127259e-07,6.254198491094316e-08,-6.720446543747318e-08,-8.56237344181042e-08,-8.09082484680916e-08
6.254198491094316e-08,2.8162507762909057e-08,-2.376116674576605e-08,-3.3859039095103226e-08,-3.308428683298274e-08
-6.720446543747318e-08,-2.376116674576605e-08,2.6621981582252538e-08,3.32024863893405e-08,3.114116421164622e-08
-8.56237344181042e-08,-3.3859039095103226e-08,3.32024863893405e-08,4.4183705603430284e-08,4.209658152043656e-08
-8.09082484680916e-08,-3.308428683298274e-08,3.114116421164622e-08,4.209658152043656e-08,4.0754789568991384e-08
