0,1,2,3,4
1.8198599851654864e-07,5.4991782122161385e-08,-6.656050841566384e-08,-8.734087112500689e-08,-8.307640109803986e-08
5.4991782122161385e-08,2.4060603041691447e-08,-2.031525658383769e-08,-2.92456122982471e-08,-2.949151628176822e-08
-6.656050841566384e-08,-2.031525658383769e-08,2.4674065631882007e-08,3.172012403193977e-08,3.048157533568e-08
-8.734087112500689e-08,-2.92456122982471e-08,3.172012403193977e-08,4.371038735233101e-08,4.1155972038983566e-08
-8.307640109803986e-08,-2.949151628176822e-08,3.048157533568e-08,4.1155972038983566e-08,4.093037000514471e-08
