source_dir,candidate,penalty_mode,lambda,combined_objective,penalty_value,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,highE_mean_signed_first3,cms_highmass_mean_absdev_first3,cms_highmass_mean_signed_first3,zlike_mean_absdev_first3,zlike_mean_signed_first3,fit_evals,fit_flag,pareto_total_vs_penalty,highE_weighted_chi2dN
pareto_highE_results,baseline_0112,balanced_absdev,0.0,0.8399848465299034,0.0603142070653274,0.8399886483337328,1.0131634856047995,0.6064650041348697,0.0549521940006393,0.0201024850451321,0.0147472239103751,0.0871242723887681,0.0871242723887681,0.0335041417418868,-0.0335041417418868,455,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,0.0,0.8399848465299034,0.0603142070653274,0.8399886483337328,1.0131634856047995,0.6064650041348697,0.0549521940006393,0.0201024850451321,0.0147472239103751,0.0871242723887681,0.0871242723887681,0.0335041417418868,-0.0335041417418868,455,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,0.0,0.8399848465299034,0.0603142070653274,0.8399886483337328,1.0131634856047995,0.6064650041348697,0.0549521940006393,0.0201024850451321,0.0147472239103751,0.0871242723887681,0.0871242723887681,0.0335041417418868,-0.0335041417418868,455,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,5.0,1.1406770854674428,0.059978937570216,0.8407837772618654,1.0069050137994615,0.6167718067793503,0.0545976044297527,0.0198433631207398,0.0149108781882731,0.0868856032725324,0.0868856032725324,0.0330722718678996,-0.0330722718678996,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,5.0,1.1406770854674428,0.059978937570216,0.8407837772618654,1.0069050137994615,0.6167718067793503,0.0545976044297527,0.0198433631207398,0.0149108781882731,0.0868856032725324,0.0868856032725324,0.0330722718678996,-0.0330722718678996,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,5.0,1.1406770854674428,0.059978937570216,0.8407837772618654,1.0069050137994615,0.6167718067793503,0.0545976044297527,0.0198433631207398,0.0149108781882731,0.0868856032725324,0.0868856032725324,0.0330722718678996,-0.0330722718678996,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,10.0,1.4397752777586286,0.0596912286909905,0.8428614858880561,1.002228564611785,0.6279573948818157,0.054301846162935,0.0196465896304276,0.0150086669020796,0.0866381413312683,0.0866381413312683,0.0327443160507127,-0.0327443160507127,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,10.0,1.4397752777586286,0.0596912286909905,0.8428614858880561,1.002228564611785,0.6279573948818157,0.054301846162935,0.0196465896304276,0.0150086669020796,0.0866381413312683,0.0866381413312683,0.0327443160507127,-0.0327443160507127,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,10.0,1.4397752777586286,0.0596912286909905,0.8428614858880561,1.002228564611785,0.6279573948818157,0.054301846162935,0.0196465896304276,0.0150086669020796,0.0866381413312683,0.0866381413312683,0.0327443160507127,-0.0327443160507127,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,20.0,2.034263744707154,0.0593063698786785,0.8481371660686989,0.9957497732587456,0.6490838018275755,0.0538407579296761,0.0191869860801999,0.0154667857692762,0.0866344296236905,0.0866344296236905,0.0319783101336666,-0.0319783101336666,630,1,True,
pareto_highE_results,baseline_0112,balanced_absdev,20.0,2.034263744707154,0.0593063698786785,0.8481371660686989,0.9957497732587456,0.6490838018275755,0.0538407579296761,0.0191869860801999,0.0154667857692762,0.0866344296236905,0.0866344296236905,0.0319783101336666,-0.0319783101336666,630,1,True,
