source_dir,candidate,fit_name,np_name,result_path,card_path,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,highE_mean_signed_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3,fit_evals,fit_flag,BNP,Bsat,Blog,powerCS,c0,c1,c2,logx0,sigx,amp,Bmu,alpha
art23_family_refine_results,art23_mu_poly_cslog2_refine,Art23RefineMuPolyCSLog2,NP-Art23RefineMuPolyCSLog2.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_refine_results\art23_mu_poly_cslog2_refine.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23RefineMuPolyCSLog2.jl,0.8247547394651051,0.89287696668213,0.7328929482179057,0.0522466910493586,0.015703395662305726,0.020839899724747143,0.09127019011469173,-0.02611362720188258,4619,0,0.9527774302055272,,,,0.1079527038226703,0.08045718377504744,0.030896170810298346,,,,,
poly_bstar_followup_results,poly_bstar_cslog2_refine,PolyBstarCSLog2Refine,NP-PolyBstarCSLog2Refine.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\poly_bstar_followup_results\poly_bstar_cslog2_refine.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarCSLog2Refine.jl,0.8249608450140566,0.8918124208981076,0.7348125078370792,0.052284520327383684,0.015316598982932991,0.0216513223615177,0.09225093274336127,-0.025415084559711348,6364,0,0.9840219386788843,,,,0.10551313648914779,0.07462190188639839,0.027069974883126013,,,,,0.9971406475314638
art23_family_results,art23_mu_poly_cslog2,Art23FamilyMuPolyCSLog2,NP-Art23FamilyMuPolyCSLog2.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_results\art23_mu_poly_cslog2.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23FamilyMuPolyCSLog2.jl,0.8264055022804995,0.891409325638747,0.7387488313883165,0.052451423436319436,0.014733939405992148,0.02298354462433514,0.09396824927917606,-0.02433959181222547,3273,0,1.06737596405197,,,,0.10128081352355352,0.061644724099388294,0.019474025856148287,,,,,
art23_family_refine_results,art23_mu_poly_bstar_cslog2,Art23RefineMuPolyBstarCSLog2,NP-Art23RefineMuPolyBstarCSLog2.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_refine_results\art23_mu_poly_bstar_cslog2.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23RefineMuPolyBstarCSLog2.jl,0.8273734695799699,0.8908771714968705,0.7417396897223314,0.05245461443696867,0.01431456491181659,0.023825484613335498,0.09495501477279482,-0.02359420215963738,4849,0,1.132276930220105,,,,0.09722541987354384,0.0539579384189815,0.01520201711805032,,,,,0.9449551805677595
market_np_results,hybrid_0112_art23cs,MarketHybrid0112ART23CS,NP-MarketHybrid0112ART23CS.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\market_np_results\hybrid_0112_art23cs.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\MarketHybrid0112ART23CS.jl,0.827748452498251,0.9260672944477372,0.6951669838087928,0.055841669824908687,0.013375600614411254,0.029090468596086178,0.10522587494060087,-0.021666468966923615,1665,0,1.5928711556172432,,,,0.08234438657832673,0.033855500067208326,,,,,,
poly_bstar_followup_results,poly_bstar_bmu_cslog,PolyBstarBmuCSLog,NP-PolyBstarBmuCSLog.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\poly_bstar_followup_results\poly_bstar_bmu_cslog.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarBmuCSLog.jl,0.8319053277153379,0.9123590026618936,0.7234147660449828,0.05236984291646266,0.01282631725675462,0.026717208402953427,0.09819266406935412,-0.020933095374647034,6346,0,1.9226193707325097,,,,0.07815106406353224,0.018422892532888722,,,,,0.7239032253851989,0.6660028244178733
poly_bstar_followup_results,poly_bstar_cslog_refine,PolyBstarCSLogRefine,NP-PolyBstarCSLogRefine.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\poly_bstar_followup_results\poly_bstar_cslog_refine.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarCSLogRefine.jl,0.8340542794974115,0.8969622029408917,0.7492238978842336,0.05271797202148993,0.01268213921707324,0.027353693587343447,0.0993579621088136,-0.020649152093636665,6311,0,1.590806400353792,,,,0.07979997087652116,0.019630659338206787,,,,,,0.8326553367874108
art23_family_results,baseline_unfrozen,AutoBaselineUnfrozen,NP-AutoBaselineUnfrozen.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_results\baseline_unfrozen.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\AutoBaselineUnfrozen.jl,0.8351773111771693,1.014489175597509,0.5933779788527728,0.0550188125829113,0.020125024461523297,0.01476876365986471,0.08723447030347002,-0.03354170743587216,3560,1,,,,,,,,,,,,
art23_family_results,art23_mu_poly_bstar_cslog,Art23FamilyMuPolyBstarCSLog,NP-Art23FamilyMuPolyBstarCSLog.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_results\art23_mu_poly_bstar_cslog.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23FamilyMuPolyBstarCSLog.jl,0.8355849557597974,0.9006913737506747,0.7477899375599779,0.052765697540144124,0.01249868200249101,0.027768333535162105,0.09985439830074332,-0.020289042975225366,3401,0,1.5227054683784513,,,,0.08189228180624657,0.020284047038054313,,,,,,0.8742210337799134
auto_np_results,smallx_combo,AutoSmallXCombo,NP-AutoSmallXCombo.cl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\auto_np_results\smallx_combo.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\AutoSmallXCombo.jl,0.8368000647624895,0.9999546320238043,0.6167886028495039,0.05475771264285632,0.018835919192727632,0.017085874257401053,,,120,1,,,,,,,,,,,,
