candidate,label,reason,result_path,card_path,np_path,chi2dN_total,highE_mean_absdev_first3,highE_mean_shortfall_first3
baseline_unfrozen,0112 fitted baseline,Reference fitted 0112 baseline used in comparisons,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_results\baseline_unfrozen.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\AutoBaselineUnfrozen.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-AutoBaselineUnfrozen.cl,0.8351773111771693,0.0550188125829113,0.020125024461523297
art23_mu_poly_bstar_cslog,Poly-x bstar + CSlog,Representative ART23-kernel base model and prior visual favorite,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\art23_family_results\art23_mu_poly_bstar_cslog.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23FamilyMuPolyBstarCSLog.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-Art23FamilyMuPolyBstarCSLog.cl,0.8355849557597974,0.052765697540144124,0.01249868200249101
poly_bstar_cslog_loggauss,Poly-x bstar + CSlog + loggauss,Best current high-energy normalization model,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\localized_shape_followup_results\poly_bstar_cslog_loggauss.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarCSLogLogGauss.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-PolyBstarCSLogLogGauss.cl,0.822162734852905,0.05122019616532778,0.01073703316830575
poly_bstar_cslog_alpha1,Poly-x bstar + CSlog alpha=1,Reduced plain-CSlog variant accepted under the 1% chi2 worsening rule,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\pruned_model_refits_0_2_results\poly_bstar_cslog_alpha1.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\Art23FamilyMuPolyBstarCSLogAlpha1.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-Art23FamilyMuPolyBstarCSLogAlpha1.cl,0.837168848605159,0.05296269904560484,0.012512298327084036
poly_bstar_cslog_loggauss_reduced,Poly-x bstar + CSlog + loggauss reduced,Reduced normalization-focused variant accepted under the 1% chi2 worsening rule,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\pruned_model_refits_0_2_results\poly_bstar_cslog_loggauss_lambda3_0_alpha1.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarCSLogLogGaussReduced.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-PolyBstarCSLogLogGaussReduced.cl,0.8275756868258659,0.05145256344796364,0.010486527187715544
poly_bstar_cslog_cspower,Poly-x bstar + CSlog + powerCS,Best undershoot-focused representative from the powerCS branch,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\poly_cs_power_followup_results\poly_bstar_cslog_cspower.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyBstarCSLogCSPower.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-PolyBstarCSLogCSPower.cl,0.8039277331848572,0.05247326879829021,0.01244682229183655
poly_cslog2_cspower,Poly-x + CSlog2 + powerCS,Best non-bstar powerCS normalization representative,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Fits\poly_cs_power_followup_results\poly_cslog2_cspower.json,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\Cards\PolyCSLog2CSPower.jl,c:\Users\congyue zhang\Desktop\OpenCL fitter\TMD-Fits-Minimal\TMDs\NP Parameterizations\NP-PolyCSLog2CSPower.cl,0.8209783837695043,0.05204654803221585,0.01730570054005097
