0,1,2,3,4,5,6,7,8,9,10,11,12
2.2435697049629718e-05,2.1391765410847217e-05,1.948955986489969e-05,1.6885681360664174e-05,1.3908642901885809e-05,1.0827233554916092e-05,7.839206731640742e-06,5.348856747174807e-06,3.3084769439529494e-06,1.7711802343867e-06,7.233552589329033e-07,9.176629604971688e-08,-2.0757221575876768e-07
2.1391765410847217e-05,2.0397722349368758e-05,1.8585497828982982e-05,1.610479646140554e-05,1.3268289732434797e-05,1.0332022435835708e-05,7.4847407668853844e-06,5.110621120053907e-06,3.1653206852988544e-06,1.6990300103100803e-06,6.99024172218305e-07,9.560126429937878e-08,-1.9121707604357518e-07
1.948955986489969e-05,1.8585497828982982e-05,1.6936830165881952e-05,1.4679915803690638e-05,1.2098677844977798e-05,9.426197126404009e-06,6.834665732699004e-06,4.672205015858459e-06,2.900032325291126e-06,1.5632984608185979e-06,6.507582687051675e-07,9.911271972733799e-08,-1.6435643691717867e-07
1.6885681360664174e-05,1.610479646140554e-05,1.4679915803690638e-05,1.2729735598122951e-05,1.0497793366604391e-05,8.186308547184084e-06,5.944794933994552e-06,4.072000787689121e-06,2.5367844470556022e-06,1.377373900304857e-06,5.845583770435536e-07,1.0379677211929994e-07,-1.2774094150196655e-07
1.3908642901885809e-05,1.3268289732434797e-05,1.2098677844977798e-05,1.0497793366604391e-05,8.664833353172141e-06,6.7655226380798295e-06,4.923686774404623e-06,3.382016017863748e-06,2.1177334914226408e-06,1.161294367960262e-06,5.057230820383395e-07,1.064524297307107e-07,-8.801900484623675e-08
1.0827233554916092e-05,1.0332022435835708e-05,9.426197126404009e-06,8.186308547184084e-06,6.7655226380798295e-06,5.292379195384348e-06,3.863737304794585e-06,2.664735977642494e-06,1.6808970475159454e-06,9.347348014620416e-07,4.215319982965807e-07,1.0699177953317073e-07,-4.8672714251281797e-08
7.839206731640742e-06,7.4847407668853844e-06,6.834665732699004e-06,5.944794933994552e-06,4.923686774404623e-06,3.863737304794585e-06,2.8357572189434347e-06,1.969020515674029e-06,1.2571257346781913e-06,7.148799218262537e-07,3.3975072629970095e-07,1.0739964357144224e-07,-1.0610938407298732e-08
5.348856747174807e-06,5.110621120053907e-06,4.672205015858459e-06,4.072000787689121e-06,3.382016017863748e-06,2.664735977642494e-06,1.969020515674029e-06,1.3788952713662851e-06,8.935571373609927e-07,5.218104681354933e-07,2.6270570017296325e-07,1.0007132984203736e-07,1.4836363282992584e-08
3.3084769439529494e-06,3.1653206852988544e-06,2.900032325291126e-06,2.5367844470556022e-06,2.1177334914226408e-06,1.6808970475159454e-06,1.2571257346781913e-06,8.935571373609927e-07,5.938382920895526e-07,3.6188299861619596e-07,1.9801125513713658e-07,9.271650271608978e-08,3.458655864564818e-08
1.7711802343867e-06,1.6990300103100803e-06,1.5632984608185979e-06,1.377373900304857e-06,1.161294367960262e-06,9.347348014620416e-07,7.148799218262537e-07,5.218104681354933e-07,3.6188299861619596e-07,2.3557126540007443e-07,1.4400886502938266e-07,8.263428289052082e-08,4.574628036629189e-08
7.233552589329033e-07,6.99024172218305e-07,6.507582687051675e-07,5.845583770435536e-07,5.057230820383395e-07,4.215319982965807e-07,3.3975072629970095e-07,2.6270570017296325e-07,1.9801125513713658e-07,1.4400886502938266e-07,1.0225986594585622e-07,7.149870844570905e-08,4.986333539106671e-08
9.176629604971688e-08,9.560126429937878e-08,9.911271972733799e-08,1.0379677211929994e-07,1.064524297307107e-07,1.0699177953317073e-07,1.0739964357144224e-07,1.0007132984203736e-07,9.271650271608978e-08,8.263428289052082e-08,7.149870844570905e-08,5.994942849558592e-08,4.837641602715686e-08
-2.0757221575876768e-07,-1.9121707604357518e-07,-1.6435643691717867e-07,-1.2774094150196655e-07,-8.801900484623675e-08,-4.8672714251281797e-08,-1.0610938407298732e-08,1.4836363282992584e-08,3.458655864564818e-08,4.574628036629189e-08,4.986333539106671e-08,4.837641602715686e-08,4.2676743342760895e-08
