0,1,2,3,4,5,6,7,8,9
0.00011333547116011317,0.00010831838246583314,9.887143577201204e-05,8.60875608443976e-05,7.1349179376853e-05,5.632863965902664e-05,4.202674723002283e-05,2.8938482237756688e-05,1.8645326158546137e-05,1.0836527658686561e-05
0.00010831838246583314,0.00010352992642141115,9.451301162682421e-05,8.230999737678575e-05,6.823946220952537e-05,5.389630936571243e-05,4.023322818520461e-05,2.7733006437254382e-05,1.789463256133079e-05,1.0426159357787899e-05
9.887143577201204e-05,9.451301162682421e-05,8.63049712287577e-05,7.519461079937e-05,6.238048703674687e-05,4.9311924822251105e-05,3.6851287020407465e-05,2.5457706635864223e-05,1.6475736022656597e-05,9.648472715239331e-06
8.60875608443976e-05,8.230999737678575e-05,7.519461079937e-05,6.556041484353011e-05,5.444398372476682e-05,4.30982010255181e-05,3.226381802080919e-05,2.2366379048268812e-05,1.4543474498109577e-05,8.584804478621485e-06
7.1349179376853e-05,6.823946220952537e-05,6.238048703674687e-05,5.444398372476682e-05,4.5280517733648495e-05,3.591744928163751e-05,2.695638153277041e-05,1.8781448787810373e-05,1.2295083985790116e-05,7.339317910043571e-06
5.632863965902664e-05,5.389630936571243e-05,4.9311924822251105e-05,4.30982010255181e-05,3.591744928163751e-05,2.856913868683062e-05,2.1514324505660042e-05,1.5090485964112341e-05,9.966682775558736e-06,6.0356995978329246e-06
4.202674723002283e-05,4.023322818520461e-05,3.6851287020407465e-05,3.226381802080919e-05,2.695638153277041e-05,2.1514324505660042e-05,1.6269404264141005e-05,1.1504831096461374e-05,7.67925483575053e-06,4.72907735868363e-06
2.8938482237756688e-05,2.7733006437254382e-05,2.5457706635864223e-05,2.2366379048268812e-05,1.8781448787810373e-05,1.5090485964112341e-05,1.1504831096461374e-05,8.263623746164708e-06,5.625785360567679e-06,3.570491817295346e-06
1.8645326158546137e-05,1.789463256133079e-05,1.6475736022656597e-05,1.4543474498109577e-05,1.2295083985790116e-05,9.966682775558736e-06,7.67925483575053e-06,5.625785360567679e-06,3.9230327888554934e-06,2.577781228558978e-06
1.0836527658686561e-05,1.0426159357787899e-05,9.648472715239331e-06,8.584804478621485e-06,7.339317910043571e-06,6.0356995978329246e-06,4.72907735868363e-06,3.570491817295346e-06,2.577781228558978e-06,1.77506015133728e-06
