0,1,2,3,4,5,6,7,8,9,10
0.00010440955866700079,9.982174881671837e-05,9.117619896008926e-05,7.946166828097841e-05,6.593150591196468e-05,5.172798765014165e-05,3.8508055593180814e-05,2.6881910328164814e-05,1.7238689458340412e-05,9.978376231671712e-06,4.931879802288409e-06
9.982174881671837e-05,9.543955201552839e-05,8.718119741978594e-05,7.599068563080594e-05,6.30647887329883e-05,4.949590592343556e-05,3.686034908672491e-05,2.5747873409148112e-05,1.652885588590067e-05,9.584580901374095e-06,4.754704786286959e-06
9.117619896008926e-05,8.718119741978594e-05,7.96519988552764e-05,6.944834797907825e-05,5.766050293262046e-05,4.528685218981061e-05,3.375229317300717e-05,2.360762049427502e-05,1.518797033197139e-05,8.839465892195999e-06,4.418156421479591e-06
7.946166828097841e-05,7.599068563080594e-05,6.944834797907825e-05,6.058043894438518e-05,5.0333126737996475e-05,3.957737150955686e-05,2.9534108751048e-05,2.0700363209950514e-05,1.3363776222285857e-05,7.823000850051405e-06,3.956092602811172e-06
6.593150591196468e-05,6.30647887329883e-05,5.766050293262046e-05,5.0333126737996475e-05,4.186277277695072e-05,3.29731490072073e-05,2.465149407327766e-05,1.7331199948858916e-05,1.1245449280600074e-05,6.6383376467066584e-06,3.413014933600915e-06
5.172798765014165e-05,4.949590592343556e-05,4.528685218981061e-05,3.957737150955686e-05,3.29731490072073e-05,2.6043435894279708e-05,1.9529269314846644e-05,1.3798015003641405e-05,9.025450277786964e-06,5.3983048254894644e-06,2.8461655976055544e-06
3.8508055593180814e-05,3.686034908672491e-05,3.375229317300717e-05,2.9534108751048e-05,2.465149407327766e-05,1.9529269314846644e-05,1.469220940145866e-05,1.0435430418515817e-05,6.884320391765579e-06,4.173934918683753e-06,2.2563857810578842e-06
2.6881910328164814e-05,2.5747873409148112e-05,2.360762049427502e-05,2.0700363209950514e-05,1.7331199948858916e-05,1.3798015003641405e-05,1.0435430418515817e-05,7.475345065490405e-06,4.998455812367336e-06,3.094528290033635e-06,1.7354110230008005e-06
1.7238689458340412e-05,1.652885588590067e-05,1.518797033197139e-05,1.3363776222285857e-05,1.1245449280600074e-05,9.025450277786964e-06,6.884320391765579e-06,4.998455812367336e-06,3.4123820217823785e-06,2.178774468122609e-06,1.2852380144649815e-06
9.978376231671712e-06,9.584580901374095e-06,8.839465892195999e-06,7.823000850051405e-06,6.6383376467066584e-06,5.3983048254894644e-06,4.173934918683753e-06,3.094528290033635e-06,2.178774468122609e-06,1.4523540533877496e-06,9.136323369523026e-07
4.931879802288409e-06,4.754704786286959e-06,4.418156421479591e-06,3.956092602811172e-06,3.413014933600915e-06,2.8461655976055544e-06,2.2563857810578842e-06,1.7354110230008005e-06,1.2852380144649815e-06,9.136323369523026e-07,6.254369436149443e-07
