,lambda1,lambda2,lambda4,logx0,sigx,amp,BNP,c0,c1
lambda1,724485.7674282873,236304.48568084775,-219224.1880354294,-852.0784153655964,-11136.691428816159,6331.969537792112,87739.82132646299,263166.14981593954,-96236.38852936472
lambda2,236304.48568084775,112884.04562843648,-54784.72291067761,-347.9901295622914,-773.9586056893543,-865.5410235896449,42029.15294314819,67361.79907455934,-11140.786451546666
lambda4,-219224.1880354294,-54784.72291067761,85260.6552255931,475.08659322658576,5375.551424346172,-3240.4516193635486,-17916.577456779865,-97058.10991944675,47494.70975236579
logx0,-852.0784153655964,-347.9901295622914,475.08659322658576,3732.160298394465,-484.50830418878365,-333.6519050969404,1183.5009036152449,-2587.2871021014994,524.5865375236967
sigx,-11136.691428816159,-773.9586056893543,5375.551424346172,-484.50830418878365,8704.502939906763,-1397.7801603572543,288.5742459089294,-9409.674099723723,6300.970402531152
amp,6331.969537792112,-865.5410235896449,-3240.4516193635486,-333.6519050969404,-1397.7801603572543,3410.646097664723,-903.5095462281295,3389.6268259973413,-2796.065963866994
BNP,87739.82132646299,42029.15294314819,-17916.577456779865,1183.5009036152449,288.5742459089294,-903.5095462281295,34539.7835757298,21214.185089879586,8546.081714722326
c0,263166.14981593954,67361.79907455934,-97058.10991944675,-2587.2871021014994,-9409.674099723723,3389.6268259973413,21214.185089879586,136056.13523303304,-64158.580764248996
c1,-96236.38852936472,-11140.786451546666,47494.70975236579,524.5865375236967,6300.970402531152,-2796.065963866994,8546.081714722326,-64158.580764248996,70537.91914002424
