0,1,2,3,4,5,6,7,8,9,10
9.417128538369147e-05,8.919508392623955e-05,8.004757273023894e-05,6.760773095404816e-05,5.624644861078751e-05,4.575807378290659e-05,3.611493584633264e-05,2.7886791933639282e-05,2.1130510775077588e-05,1.5578096636417044e-05,1.1110504917546415e-05
8.919508392623955e-05,8.448944691132496e-05,7.583108462291795e-05,6.403750793546674e-05,5.3279727044538305e-05,4.3346321853068084e-05,3.421292750323202e-05,2.6419726132414795e-05,2.0020155761515998e-05,1.4760764020679446e-05,1.0528797686188125e-05
8.004757273023894e-05,7.583108462291795e-05,6.809381952967642e-05,5.7515567229064616e-05,4.784829435963065e-05,3.893634085536837e-05,3.0739776847156195e-05,2.3745535588385722e-05,1.8000275012676434e-05,1.3277589211709988e-05,9.476994167100167e-06
6.760773095404816e-05,6.403750793546674e-05,5.7515567229064616e-05,4.86613672029558e-05,4.0488741564695896e-05,3.29608466960323e-05,2.6042786564133334e-05,2.013796069374083e-05,1.5284664436000704e-05,1.1291504357161432e-05,8.077101596662107e-06
5.624644861078751e-05,5.3279727044538305e-05,4.784829435963065e-05,4.0488741564695896e-05,3.371988358214701e-05,2.7454415966277863e-05,2.170229928001836e-05,1.6792339711064232e-05,1.275576961833624e-05,9.432374911537224e-06,6.756719754892607e-06
4.575807378290659e-05,4.3346321853068084e-05,3.893634085536837e-05,3.29608466960323e-05,2.7454415966277863e-05,2.2358836418907336e-05,1.7680574963448404e-05,1.3687056287664335e-05,1.0402849580829588e-05,7.697801986891574e-06,5.5196449267903175e-06
3.611493584633264e-05,3.421292750323202e-05,3.0739776847156195e-05,2.6042786564133334e-05,2.170229928001836e-05,1.7680574963448404e-05,1.3990480669760874e-05,1.0839999896647553e-05,8.24770748113535e-06,6.1108991358648725e-06,4.389844956838722e-06
2.7886791933639282e-05,2.6419726132414795e-05,2.3745535588385722e-05,2.013796069374083e-05,1.6792339711064232e-05,1.3687056287664335e-05,1.0839999896647553e-05,8.408806409895724e-06,6.40694045528331e-06,4.755101845536816e-06,3.4241895339165284e-06
2.1130510775077588e-05,2.0020155761515998e-05,1.8000275012676434e-05,1.5284664436000704e-05,1.275576961833624e-05,1.0402849580829588e-05,8.24770748113535e-06,6.40694045528331e-06,4.88997650989392e-06,3.636649174285402e-06,2.6264025697857716e-06
1.5578096636417044e-05,1.4760764020679446e-05,1.3277589211709988e-05,1.1291504357161432e-05,9.432374911537224e-06,7.697801986891574e-06,6.1108991358648725e-06,4.755101845536816e-06,3.636649174285402e-06,2.7111762185662253e-06,1.9648039216341727e-06
1.1110504917546415e-05,1.0528797686188125e-05,9.476994167100167e-06,8.077101596662107e-06,6.756719754892607e-06,5.5196449267903175e-06,4.389844956838722e-06,3.4241895339165284e-06,2.6264025697857716e-06,1.9648039216341727e-06,1.430840830725469e-06
