qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_mult_0 ,bin_integrate_factor
True,0.1,0.0,0.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.382,0.016,0.25,8.3333333333
True,0.3,0.2,0.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.354,0.009,0.25,8.3333333333
True,0.5,0.4,0.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.328,0.008,0.25,8.3333333333
True,0.7,0.6,0.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.28,0.007,0.25,8.3333333333
True,0.9,0.8,1.0,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.221,0.007,0.25,8.3333333333
True,1.1,1.0,1.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.17,0.006,0.25,8.3333333333
True,1.3,1.2,1.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.125,0.005,0.25,8.3333333333
True,1.5,1.4,1.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.086,0.004,0.25,8.3333333333
True,1.7,1.6,1.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.055,0.003,0.25,8.3333333333
True,1.9,1.8,2.0,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.047,0.003,0.25,8.3333333333
True,2.1,2.0,2.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.027,0.002,0.25,8.3333333333
True,2.3,2.2,2.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.02,0.002,0.25,8.3333333333
True,2.5,2.4,2.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.014,0.002,0.25,8.3333333333
True,2.7,2.6,2.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0077,0.0012,0.25,8.3333333333
True,2.9,2.8,3.0,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0058,0.0011,0.25,8.3333333333
True,3.1,3.0,3.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.003,0.0007,0.25,8.3333333333
True,3.3,3.2,3.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0011,0.0004,0.25,8.3333333333
True,3.5,3.4,3.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0024,0.0007,0.25,8.3333333333
True,3.7,3.6,3.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.0022,0.0007,0.25,8.3333333333
True,3.9,3.8,4.0,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00094,0.00047,0.25,8.3333333333
True,4.1,4.0,4.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00026,0.00027,0.25,8.3333333333
True,4.3,4.2,4.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00026,0.00026,0.25,8.3333333333
True,4.5,4.4,4.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00028,0.00048,0.25,8.3333333333
True,4.7,4.6,4.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,0.0,-1000.0,1000.0,0.00057,0.0004,0.25,8.3333333333
