candidate,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3,delta_total_vs_powerseed,delta_absdev_vs_powerseed,delta_shortfall_vs_powerseed,fit_evals,fit_flag,lambda1,lambda2,lambda4,logx0,sigx,amp,logx1,sigx1,logb1,sigb,apatch,BNP,c0,c1,bw
xb_patch_logb_mult,0.8193951258164112,0.8661166656479311,0.7563918372557249,0.05239520333222947,0.01078128274516031,0.10352988162635994,-0.017632191347725215,-0.006837293923886101,0.0009608159060608273,0.00033497375965643034,630,1,0.5689203263598547,0.5559152840143081,0.01844856485144286,-4.603732866274286,0.3712448682324683,-0.5473071210723308,-4.338088568079475,0.3711212199936138,-0.07926947361961423,0.7344840140119021,0.029156026893511378,1.4374282014962487,0.07832747615847357,0.024930444996592218,
xb_patch_peak_mult,0.8105883340325191,0.8514897535794795,0.7554333894919207,0.05325851425130355,0.012509578656517006,0.10187233898696635,-0.02084929776086168,-0.0156440857077782,0.0018241268251349071,0.0020632696710131265,630,1,0.5110025418334588,0.6167909924843827,0.01405110445455593,-4.647199980682307,0.3061689690721031,-0.607237496670014,-4.6263018014154795,0.29832466281786396,,,0.03926407715476499,1.4412988877114707,0.08096559257223887,0.025849865028827006,0.39871006934717695
