0,1,2,3,4,5,6,7,8,9,10
2.447103203175296e-07,2.30592410868311e-07,2.0649791066135053e-07,1.7722173234882956e-07,1.4680982635949445e-07,1.1891413490244727e-07,9.346143886284237e-08,7.148681312133409e-08,5.336623966037761e-08,3.880165848250507e-08,1.7018290554884557e-08
2.30592410868311e-07,2.1730700256805876e-07,1.9462119797358897e-07,1.6704986557505203e-07,1.3840665849897115e-07,1.1213007652947371e-07,8.815155398983213e-08,6.744723887096955e-08,5.037101884099443e-08,3.6642936652411754e-08,1.6102150443221543e-08
2.0649791066135053e-07,1.9462119797358897e-07,1.7434102108427767e-07,1.496890980516959e-07,1.2407245488906291e-07,1.0057086330402231e-07,7.911240257299062e-08,6.057720542858851e-08,4.5283494960936215e-08,3.298331539047701e-08,1.4559870009806613e-08
1.7722173234882956e-07,1.6704986557505203e-07,1.496890980516959e-07,1.285881553568315e-07,1.0665131497608603e-07,8.652421518114803e-08,6.81303864773178e-08,5.22311037320408e-08,3.910359193838779e-08,2.8538957069803828e-08,1.2688365180271746e-08
1.4680982635949445e-07,1.3840665849897115e-07,1.2407245488906291e-07,1.0665131497608603e-07,8.853144521080785e-08,7.190346248872065e-08,5.669032940848191e-08,4.352819888044014e-08,3.26513205363201e-08,2.389086799973072e-08,1.0717947946640776e-08
1.1891413490244727e-07,1.1213007652947371e-07,1.0057086330402231e-07,8.652421518114803e-08,7.190346248872065e-08,5.848910907124247e-08,4.61928058902358e-08,3.5539976889193726e-08,2.672707099515832e-08,1.9622190056261215e-08,8.906144078897877e-09
9.346143886284237e-08,8.815155398983213e-08,7.911240257299062e-08,6.81303864773178e-08,5.669032940848191e-08,4.61928058902358e-08,3.6554282288360695e-08,2.8190299877815798e-08,2.126160842274085e-08,1.5669165822516173e-08,7.204993292712454e-09
7.148681312133409e-08,6.744723887096955e-08,6.057720542858851e-08,5.22311037320408e-08,4.352819888044014e-08,3.5539976889193726e-08,2.8190299877815798e-08,2.180185498908186e-08,1.650040907630324e-08,1.2214684950616698e-08,5.702003570038625e-09
5.336623966037761e-08,5.037101884099443e-08,4.5283494960936215e-08,3.910359193838779e-08,3.26513205363201e-08,2.672707099515832e-08,2.126160842274085e-08,1.650040907630324e-08,1.2541301306283338e-08,9.334428987973292e-09,4.435941943053405e-09
3.880165848250507e-08,3.6642936652411754e-08,3.298331539047701e-08,2.8538957069803828e-08,2.389086799973072e-08,1.9622190056261215e-08,1.5669165822516173e-08,1.2214684950616698e-08,9.334428987973292e-09,6.995815603993515e-09,3.3986010528790176e-09
1.7018290554884557e-08,1.6102150443221543e-08,1.4559870009806613e-08,1.2688365180271746e-08,1.0717947946640776e-08,8.906144078897877e-09,7.204993292712454e-09,5.702003570038625e-09,4.435941943053405e-09,3.3986010528790176e-09,1.765746648071848e-09
