0,1,2,3
1.6056208725349183e-06,2.177847750034005e-06,1.4560077810623913e-06,9.212040232459602e-07
2.177847750034005e-06,3.053199390152858e-06,2.1196939757673056e-06,1.3812021611234533e-06
1.4560077810623913e-06,2.1196939757673056e-06,1.53530381246109e-06,1.0343814990491886e-06
9.212040232459602e-07,1.3812021611234533e-06,1.0343814990491886e-06,7.161679072900922e-07
