0,1,2,3,4,5,6,7,8,9
1.0999467278396945e-06,2.2526798861184467e-06,2.210988724650321e-06,1.8858132300634967e-06,1.574925664992261e-06,1.3046551413894293e-06,1.0925531912747631e-06,8.504669973570923e-07,6.211957476174498e-07,4.483368191488454e-07
2.2526798861184467e-06,4.665261031018179e-06,4.629764869686729e-06,3.973801398217718e-06,3.333003651564681e-06,2.7710644842289284e-06,2.3258279886120064e-06,1.8162790994600852e-06,1.331168124751245e-06,9.635686174360243e-07
2.210988724650321e-06,4.629764869686729e-06,4.651807211198134e-06,4.026573120023985e-06,3.39696993181667e-06,2.838278977642418e-06,2.390761023572577e-06,1.875792888559558e-06,1.3822703972531283e-06,1.0052638868260977e-06
1.8858132300634967e-06,3.973801398217718e-06,4.026573120023985e-06,3.5095448418316343e-06,2.9751795380618736e-06,2.4962011736637073e-06,2.109532117926458e-06,1.6620240291126054e-06,1.2308943204348344e-06,8.990987646706628e-07
1.574925664992261e-06,3.333003651564681e-06,3.39696993181667e-06,2.9751795380618736e-06,2.530986711443845e-06,2.1298949929067528e-06,1.8043002897115508e-06,1.4259079564660592e-06,1.0599745298691569e-06,7.768274974730419e-07
1.3046551413894293e-06,2.7710644842289284e-06,2.838278977642418e-06,2.4962011736637073e-06,2.1298949929067528e-06,1.7970037403113434e-06,1.5254759787898495e-06,1.2087709440750387e-06,9.014862274232029e-07,6.625967145132712e-07
1.0925531912747631e-06,2.3258279886120064e-06,2.390761023572577e-06,2.109532117926458e-06,1.8043002897115508e-06,1.5254759787898495e-06,1.2972351894337098e-06,1.0301818899972906e-06,7.703973280573561e-07,5.676349734874744e-07
8.504669973570923e-07,1.8162790994600852e-06,1.875792888559558e-06,1.6620240291126054e-06,1.4259079564660592e-06,1.2087709440750387e-06,1.0301818899972906e-06,8.204146445528677e-07,6.156654667256078e-07,4.55058167259864e-07
6.211957476174498e-07,1.331168124751245e-06,1.3822703972531283e-06,1.2308943204348344e-06,1.0599745298691569e-06,9.014862274232029e-07,7.703973280573561e-07,6.156654667256078e-07,4.640166366942838e-07,3.443152136848458e-07
4.483368191488454e-07,9.635686174360243e-07,1.0052638868260977e-06,8.990987646706628e-07,7.768274974730419e-07,6.625967145132712e-07,5.676349734874744e-07,4.55058167259864e-07,3.443152136848458e-07,2.5643254608512083e-07
