qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min_1,pT_min_2,eta_min,eta_max,xsec,error_unc_0,error_add_0,error_mult_0 ,bin_integrate_factor
True,58.5,52.0,65.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.32948,0.004588,0.0,0.025,0.1538461538
True,75.0,65.0,85.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.17423,0.002601,0.0,0.025,0.1
True,102.5,85.0,120.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.074511,0.001279,0.0,0.025,0.0571428571
True,140.0,120.0,160.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.027474,0.000564,0.0,0.025,0.05
True,175.0,160.0,190.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.011644,0.000274,0.0,0.025,0.0666666667
True,205.0,190.0,220.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.006279,0.000166,0.0,0.025,0.0666666667
True,235.0,220.0,250.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.003582,0.000105,0.0,0.025,0.0666666667
True,275.0,250.0,300.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.001835,5.8e-05,0.0,0.025,0.04
True,350.0,300.0,400.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,0.000601,2.1e-05,0.0,0.025,0.02
True,950.0,400.0,1500.0,True,91.1876,76.1876,106.1876,True,1.0,0.8,1.2,13000.0,1,dσ/dqT,True,25.0,25.0,-2.4,2.4,2.5e-05,1e-06,0.0,0.025,0.0018181818
