,lambda1,lambda2,lambda3,logx0,sigx,amp,BNP,c0,c1
lambda1,1.0,0.8993021685721264,-0.9586505423111786,-0.5023399971903059,0.21542270077778533,0.3058842277412361,-0.3518296436233182,0.9917558539615475,-0.38204377936215544
lambda2,0.899299530488231,1.0,-0.7376571491409902,-0.07360812690465349,0.6207922059278751,-0.14128675851374758,-0.7257700720899325,0.9479272098470813,0.06058417724306085
lambda3,-0.9586522589849921,-0.7376612219500313,1.0,0.7276393824802986,0.07138597944991441,-0.5641789209853797,0.07089405794432209,-0.9142811545076953,0.6292425473844391
logx0,-0.5023452130817091,-0.07361414278215964,0.7276435203435034,1.0,0.7361510204302365,-0.9768826680218863,-0.6326462339365087,-0.38740100352299545,0.9909954236258953
sigx,0.2154168101626747,0.6207874767880892,0.07139199630179573,0.7361551031432269,1.0,-0.8638221055373244,-0.9898777646811096,0.33877705020322246,0.8201469671565261
amp,0.3058899708453871,-0.14128078677947511,-0.5641839015118472,-0.9768839575538943,-0.8638190664960635,1.0,0.7835762825520288,0.18136562262737727,-0.996710215676385
BNP,-0.3518239970512447,-0.7257659222715385,0.07088804087820433,-0.6326509055407209,-0.9898786207743184,0.783580030343653,1.0,-0.46887539420269236,-0.7306459167894575
c0,0.9917550809609293,0.9479291310210959,-0.9142787109489294,-0.3873954423230337,0.3387827257333616,0.1813596904215181,-0.4688807222590694,1.0,-0.26046972085793474
c1,-0.38204935401761186,0.06057815607977768,0.6292472356863645,0.9909962312994359,0.8201435157763316,-0.9967097267583476,-0.730641798222679,-0.2604755448751955,1.0
