candidate,label,file,bin_index,qT,data,prediction,ratio,error_data,error_total,error_data_ratio,error_total_ratio,chi2dN_file,N_file
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,0,1.0,0.02861,0.028197531926600673,0.9855830802726555,0.00017678800864312036,0.00045452888973468095,0.006179238330762683,0.01588706360484729,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,1,3.0,0.05874,0.05817002956767547,0.9902967239985608,0.00030223997088406427,0.000517795072462729,0.005145385953082469,0.008815033579549353,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,2,5.0,0.05834,0.0582541192893518,0.9985279274828899,0.0002784385030846129,0.00028537334947195344,0.004772686031618322,0.004891555527458921,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,3,7.0,0.04972,0.04990320086231897,1.0036846512936237,0.00023892048886606606,0.00032326877899578675,0.004805319566895939,0.006501785579159026,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,4,9.0,0.04106,0.04150498355484567,1.0108373978286818,0.00020646065000382035,0.0003505600449454767,0.005028267170088172,0.008537750729310198,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-00y10.csv,5,11.0,0.03385,0.034290134799207374,1.0130025051464513,0.00018081205712009362,0.0003818662216911205,0.0053415674186142875,0.011281129148925274,0.43342118042526967,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-10y20.csv,0,1.0,0.02781,0.02782966193536163,1.00070700954195,0.00020490729611216872,0.000444001935283071,0.007368115645888842,0.01596554963261672,3.3001998819026084,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-10y20.csv,1,3.0,0.05802,0.05719439793735664,0.9857703884411692,0.00033924327554131413,0.0005088797330332987,0.005847005783200864,0.008770764099160612,3.3001998819026084,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-10y20.csv,2,5.0,0.05782,0.05723255955205884,0.9898401859574341,0.00030981607446999905,0.000328927124502594,0.005358285618644051,0.005688812253590349,3.3001998819026084,6
reduced_full,Reduced loggauss,ATLAS_7\ATLAS7-10y20.csv,3,7.0,0.04868,0.049285596548866537,1.012440356385919,0.0002643520380099234,0.0003317505814833793,0.005430403410228501,0.00681492566728388,3.3001998819026084,6
