model,label,param,value,reference,is_free,sigma_norm,sigma_phys,z_vs_reference,signal_to_sigma,frac_uncertainty
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,lambda1,1.04380597,0.0,True,0.005620019668353307,0.0448477569534594,23.274429779915323,23.274429779915323,0.04296560686796934
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,lambda3,-2.058963162,0.0,True,0.007109244585228764,0.14218489170457527,-14.480885678613532,14.480885678613532,0.06905654959191312
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,lambda4,0.06161148708,0.0,True,0.0074775739112940155,0.0074775739112940155,8.23950225178556,8.23950225178556,0.12136655460993323
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,alpha,1.0,1.0,False,,,,,
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,amp,-0.2665763886,0.0,True,0.006084963025589394,0.036509778153536364,-7.301506667034602,7.301506667034602,0.1369580342253026
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,BNP,1.447247566,,True,0.007725939158722977,0.031676350550764204,,,0.02188730614922603
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,c0,0.07216971508,0.0,True,0.006890709905162064,0.001722677476290516,41.893921568769116,41.893921568769116,0.023869811241196272
fixed_gauss_basis_42,Fixed broad Gaussian basis 4-2,c1,0.02569928882,0.0,True,0.00679923732098358,0.001699809330245895,15.118924436237995,15.118924436237995,0.06614227117923394
