0,1,2,3,4,5,6,7,8,9,10
2.582421950050569e-07,2.435459017332133e-07,2.1715494153853387e-07,1.8143512962065198e-07,1.4265744464467537e-07,1.0331178220932267e-07,6.70555243764563e-08,3.678958659777813e-08,1.4092375219344575e-08,-1.4726293412661656e-09,-1.2719056347134051e-08
2.435459017332133e-07,2.2971285742031728e-07,2.048600650181983e-07,1.7120607385422672e-07,1.3469481292010202e-07,9.763148442402266e-08,6.347026579393595e-08,3.493736923965359e-08,1.3527715175168666e-08,-1.1742032034175452e-09,-1.1839061496762952e-08
2.1715494153853387e-07,2.048600650181983e-07,1.8277423575836186e-07,1.5283093489077878e-07,1.2038211527362867e-07,8.741250858313408e-08,5.700929034814784e-08,3.158585414181089e-08,1.2488583609344452e-08,-6.627580431313634e-10,-1.0279724975344022e-08
1.8143512962065198e-07,1.7120607385422672e-07,1.5283093489077878e-07,1.2792979509472545e-07,1.009521430392196e-07,7.350417737072603e-08,4.817901320421452e-08,2.6960347505343975e-08,1.0994017382874127e-08,-4.274011588965456e-11,-8.220695049882334e-09
1.4265744464467537e-07,1.3469481292010202e-07,1.2038211527362867e-07,1.009521430392196e-07,7.998762581848209e-08,5.8578109693607714e-08,3.879323103239844e-08,2.214792070775676e-08,9.57470463611769e-09,8.025056635454964e-10,-5.865432832581982e-09
1.0331178220932267e-07,9.763148442402266e-08,8.741250858313408e-08,7.350417737072603e-08,5.8578109693607714e-08,4.326139364025332e-08,2.9069675013747223e-08,1.7057935043139996e-08,7.933417327742132e-09,1.4837780589779837e-09,-3.5978353313864045e-09
6.70555243764563e-08,6.347026579393595e-08,5.700929034814784e-08,4.817901320421452e-08,3.879323103239844e-08,2.9069675013747223e-08,2.002028436272376e-08,1.2274749785927001e-08,6.330265082768407e-09,2.030960001092814e-09,-1.5653510314711494e-09
3.678958659777813e-08,3.493736923965359e-08,3.158585414181089e-08,2.6960347505343975e-08,2.214792070775676e-08,1.7057935043139996e-08,1.2274749785927001e-08,8.084428285283261e-09,4.799222749213496e-09,2.315420047647286e-09,1.0058473120782862e-11
1.4092375219344575e-08,1.3527715175168666e-08,1.2488583609344452e-08,1.0994017382874127e-08,9.57470463611769e-09,7.933417327742132e-09,6.330265082768407e-09,4.799222749213496e-09,3.5113573993606855e-09,2.40261106831876e-09,1.1005286304058483e-09
-1.4726293412661656e-09,-1.1742032034175452e-09,-6.627580431313634e-10,-4.274011588965456e-11,8.025056635454964e-10,1.4837780589779837e-09,2.030960001092814e-09,2.315420047647286e-09,2.40261106831876e-09,2.2625353741475024e-09,1.7077055645975318e-09
-1.2719056347134051e-08,-1.1839061496762952e-08,-1.0279724975344022e-08,-8.220695049882334e-09,-5.865432832581982e-09,-3.5978353313864045e-09,-1.5653510314711494e-09,1.0058473120782862e-11,1.1005286304058483e-09,1.7077055645975318e-09,1.8208494313285945e-09
