0,1,2,3,4,5,6,7,8,9,10
9.28177508779886e-09,2.0245406248018547e-08,2.189487688690318e-08,2.0178209642360847e-08,1.7850039663486708e-08,1.55414596486639e-08,1.3532002051731175e-08,1.1219826899933579e-08,8.844638182685205e-09,6.8937511797613485e-09,3.839339516597324e-09
2.0245406248018547e-08,4.4267594456695025e-08,4.8019638054760216e-08,4.43573734007833e-08,3.9303002089453725e-08,3.426629121440809e-08,2.986726345207206e-08,2.4790655524821223e-08,1.9568368945308693e-08,1.5264509804779358e-08,8.515003246443534e-09
2.189487688690318e-08,4.8019638054760216e-08,5.2288494880506925e-08,4.844523686750476e-08,4.301711469610656e-08,3.7572212241098573e-08,3.2795733966549795e-08,2.7262548435364793e-08,2.1559223021271316e-08,1.6838336958284114e-08,9.416652387849523e-09
2.0178209642360847e-08,4.43573734007833e-08,4.844523686750476e-08,4.499419535636223e-08,4.002534761769396e-08,3.50132254390093e-08,3.0600559961232476e-08,2.5472837486166038e-08,2.0177690290184042e-08,1.577882029315147e-08,8.846914668778332e-09
1.7850039663486708e-08,3.9303002089453725e-08,4.301711469610656e-08,4.002534761769396e-08,3.565483929812678e-08,3.1227361861410304e-08,2.7318952565729404e-08,2.276658329420282e-08,1.8058467824231596e-08,1.4136660467142176e-08,7.944095120115706e-09
1.55414596486639e-08,3.426629121440809e-08,3.7572212241098573e-08,3.50132254390093e-08,3.1227361861410304e-08,2.7377890538184125e-08,2.3971896890915796e-08,1.9996789382049803e-08,1.588021572805121e-08,1.2443241408719544e-08,7.00657324590384e-09
1.3532002051731175e-08,2.986726345207206e-08,3.2795733966549795e-08,3.0600559961232476e-08,2.7318952565729404e-08,2.3971896890915796e-08,2.1004879023464377e-08,1.7536425072807358e-08,1.3940412230864668e-08,1.0932391598400872e-08,6.1668326692847245e-09
1.1219826899933579e-08,2.4790655524821223e-08,2.7262548435364793e-08,2.5472837486166038e-08,2.276658329420282e-08,1.9996789382049803e-08,1.7536425072807358e-08,1.4655074863686364e-08,1.1663709145005235e-08,9.156218073150648e-09,5.1761991689345175e-09
8.844638182685205e-09,1.9568368945308693e-08,2.1559223021271316e-08,2.0177690290184042e-08,1.8058467824231596e-08,1.588021572805121e-08,1.3940412230864668e-08,1.1663709145005235e-08,9.296200248603477e-09,7.30655310177033e-09,4.141368598565777e-09
6.8937511797613485e-09,1.5264509804779358e-08,1.6838336958284114e-08,1.577882029315147e-08,1.4136660467142176e-08,1.2443241408719544e-08,1.0932391598400872e-08,9.156218073150648e-09,7.30655310177033e-09,5.74919616044219e-09,3.2666313429101274e-09
3.839339516597324e-09,8.515003246443534e-09,9.416652387849523e-09,8.846914668778332e-09,7.944095120115706e-09,7.00657324590384e-09,6.1668326692847245e-09,5.1761991689345175e-09,4.141368598565777e-09,3.2666313429101274e-09,1.8660173840233826e-09
