candidate,fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,fit_evals,fit_elapsed_s,stability_span_log10_chi2,lambda1,lambda2,lambda3,logx0,sigx,amp,BNP,c0,c1
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2,1.0071208335450008,0.929224017203859,1.1121635101262377,0.05368164155623557,0.0108048134845953,12770,1252.8679605,0.0017578435316370229,0.023655629682104218,1.0542907432631066,-2.354365170273204,-5.20770348493064,1.1032736130253158,-0.4311061204236082,1.4946648068414667,0.07001266199780652,0.027636662181884993
