0,1,2,3,4,5,6,7,8,9,10,11,12
1.423642009561267e-06,1.3631509593535903e-06,1.2502127585773383e-06,1.0990067180700818e-06,9.283353678599999e-07,7.557164919473696e-07,5.945976294715003e-07,4.546945904952847e-07,3.400488242897589e-07,2.502660282955041e-07,1.8238184218509685e-07,1.3223483977636194e-07,9.547874054851994e-08
1.3631509593535903e-06,1.3052434696150218e-06,1.1971275559138586e-06,1.0523801740555772e-06,8.889957163421364e-07,7.237431305489547e-07,5.694960156745525e-07,4.3555474973505464e-07,3.257886763207682e-07,2.3982119498174684e-07,1.7481553884800334e-07,1.267889420149068e-07,9.15815029637062e-08
1.2502127585773383e-06,1.1971275559138586e-06,1.0980300805489368e-06,9.653515569717807e-07,8.155843946876384e-07,6.640965704130789e-07,5.226890999493407e-07,3.998854456608918e-07,2.9923347437780636e-07,2.2039009049634083e-07,1.6075729762293334e-07,1.1668647148383205e-07,8.436629578521e-08
1.0990067180700818e-06,1.0523801740555772e-06,9.653515569717807e-07,8.488304981261898e-07,7.172928143206844e-07,5.84231684776711e-07,4.600125619755987e-07,3.5211899379237333e-07,2.6366847450256175e-07,1.9436264398890338e-07,1.4192311155400052e-07,1.0314856252893902e-07,7.469428870026712e-08
9.283353678599999e-07,8.889957163421364e-07,8.155843946876384e-07,7.172928143206844e-07,6.063233888788226e-07,4.940537979602412e-07,3.892298662421736e-07,2.9816191758488153e-07,2.234817592268194e-07,1.6494128423367407e-07,1.206224730046881e-07,8.782848424751284e-08,6.374088462945188e-08
7.557164919473696e-07,7.237431305489547e-07,6.640965704130789e-07,5.84231684776711e-07,4.940537979602412e-07,4.028028407439115e-07,3.1758706523870915e-07,2.4353113494705234e-07,1.8277574842048093e-07,1.3512332736445436e-07,9.901980425046206e-08,7.227796776871723e-08,5.261111458296718e-08
5.945976294715003e-07,5.694960156745525e-07,5.226890999493407e-07,4.600125619755987e-07,3.892298662421736e-07,3.1758706523870915e-07,2.50664836393928e-07,1.9248201088391562e-07,1.4472102104281247e-07,1.0723112993489227e-07,7.879745201195748e-08,5.77078708456812e-08,4.2171438894737454e-08
4.546945904952847e-07,4.3555474973505464e-07,3.998854456608918e-07,3.5211899379237333e-07,2.9816191758488153e-07,2.4353113494705234e-07,1.9248201088391562e-07,1.480743900668709e-07,1.1159295183677433e-07,8.292719102903505e-08,6.115600990244373e-08,4.497901064864987e-08,3.303495577486638e-08
3.400488242897589e-07,3.257886763207682e-07,2.9923347437780636e-07,2.6366847450256175e-07,2.234817592268194e-07,1.8277574842048093e-07,1.4472102104281247e-07,1.1159295183677433e-07,8.435046971804848e-08,6.29155369011641e-08,4.660698037385049e-08,3.446087182365994e-08,2.5467241687002245e-08
2.502660282955041e-07,2.3982119498174684e-07,2.2039009049634083e-07,1.9436264398890338e-07,1.6494128423367407e-07,1.3512332736445436e-07,1.0723112993489227e-07,8.292719102903505e-08,6.29155369011641e-08,4.714303520820627e-08,3.511553422099898e-08,2.61316308941044e-08,1.9455533753894368e-08
1.8238184218509685e-07,1.7481553884800334e-07,1.6075729762293334e-07,1.4192311155400052e-07,1.206224730046881e-07,9.901980425046206e-08,7.879745201195748e-08,6.115600990244373e-08,4.660698037385049e-08,3.511553422099898e-08,2.632804350924779e-08,1.9740612569784284e-08,1.4823831616759892e-08
1.3223483977636194e-07,1.267889420149068e-07,1.1668647148383205e-07,1.0314856252893902e-07,8.782848424751284e-08,7.227796776871723e-08,5.77078708456812e-08,4.497901064864987e-08,3.446087182365994e-08,2.61316308941044e-08,1.9740612569784284e-08,1.492886801828805e-08,1.1318548886898765e-08
9.547874054851994e-08,9.15815029637062e-08,8.436629578521e-08,7.469428870026712e-08,6.374088462945188e-08,5.261111458296718e-08,4.2171438894737454e-08,3.303495577486638e-08,2.5467241687002245e-08,1.9455533753894368e-08,1.4823831616759892e-08,1.1318548886898765e-08,8.6721030999207e-09
