0,1,2
8.669153992356925e-09,-3.4095388951720535e-09,-5.259615097184872e-09
-3.4095388951720535e-09,1.3556407088862587e-09,2.053898186285799e-09
-5.259615097184872e-09,2.053898186285799e-09,3.2057169108990676e-09
