mode_1,mode_2,mode_3,mode_4,mode_5,mode_6,mode_7,mode_8,mode_9,mode_10,mode_11,mode_12,mode_13,mode_14,mode_15,mode_16,mode_17,mode_18,mode_19,mode_20,mode_21,mode_22,mode_23,mode_24,mode_25,mode_26,mode_27,mode_28,mode_29,mode_30,mode_31,mode_32,mode_33,mode_34,mode_35,mode_36,mode_37,mode_38,mode_39,mode_40,mode_41,mode_42,mode_43,mode_44,mode_45,mode_46,mode_47,mode_48,mode_49,mode_50,mode_51,mode_52,mode_53,mode_54,mode_55,mode_56,mode_57,mode_58,mode_59,mode_60,mode_61,mode_62,mode_63,mode_64,mode_65,mode_66,mode_67,mode_68,mode_69,mode_70,mode_71,mode_72,mode_73,mode_74,mode_75,mode_76,mode_77,mode_78,mode_79,mode_80,mode_81,mode_82,mode_83,mode_84,mode_85,mode_86,mode_87,mode_88,mode_89,mode_90,mode_91,mode_92,mode_93,mode_94,mode_95,mode_96,mode_97,mode_98,mode_99
-1.343583117021332e-05,-5.428431770026979e-06,6.232357822288306e-06,1.3120474648710344e-06,-7.683793685603424e-06,-6.82665111063999e-06,-4.412956760306906e-06,1.3674907902411969e-05,-7.456971863946775e-06,-1.1016904457155759e-05,1.6185467034193855e-05,-1.8081528338401846e-05,-1.5672203852201705e-05,-2.143764712808067e-06,3.641073570606215e-05,3.35746804981729e-05,3.6345642352030276e-05,-3.210298201324582e-05,-4.850105562236127e-06,3.4354439263058744e-05,-3.6480368752177525e-05,1.8478173265381136e-05,1.1728169578409578e-05,-1.1046958772648235e-05,-2.697609799868045e-05,1.4690651825740176e-05,1.2383370026310367e-05,1.7142050823283197e-05,-5.753025035921327e-05,-3.71008644806342e-05,2.9569831684064886e-05,-2.1905591016839287e-05,3.241350843497977e-05,-1.5516164123170236e-05,-8.650095551713837e-05,1.5473521423109977e-05,9.637236903037683e-06,6.261056208937766e-06,2.5217876019172596e-05,5.820657611533932e-05,1.035759118207501e-05,1.8246073191274355e-05,8.193677141324238e-05,-1.8544443687637643e-05,3.240468758281065e-05,-6.634000627640838e-07,0.00010369808426864253,3.3160910799358345e-05,2.8825131178883497e-05,-5.267200782790087e-05,-3.956366905639065e-05,-0.00010867016512607922,-2.1232246771937878e-05,1.5743301497469743e-05,-7.502384329069959e-05,-1.6066280989452465e-05,8.698177999302668e-05,4.080824268069883e-05,-9.274904217516717e-05,-6.355233987245459e-05,1.6363255075563249e-06,0.00013011592542885826,0.00012683016527097567,0.0001324514893629018,-6.388540467235747e-05,-6.933758869836992e-05,-0.00013547434853679509,-7.127986171050316e-05,0.00013825363291459066,0.00014294187894149554,-9.32635873854626e-05,0.00013534591389310574,0.00011011878891744586,1.1085414069188159e-05,-1.4664568564562903e-05,-4.399509279754105e-05,0.0004961843713296066,-0.00027197499800845156,-4.462539123146e-05,-0.0008838870859486685,5.492888960098383e-05,-0.0009808670138191698,-0.000153693952391608,-0.0003674282124865724,-0.0015858484121583877,-0.00031662528880389097,0.002149846970504256,0.004620731237472875,-0.0021384409932507925,0.001890114936926874,0.007970567886836843,-0.012219110602748582,-0.00390000769848808,-0.012973575796236333,0.026242062249275767,-0.0034884353509618948,0.0041637775771975576,0.0437477538943671,0.24128829935284637
-8.210372219310136e-06,-1.221831145583993e-05,-1.9621804484937208e-05,1.2790758213684525e-05,3.1801912498082142e-06,-4.910595862110654e-06,-6.512449120899453e-06,5.01912759960064e-06,1.1973107808595276e-05,5.935787861972322e-07,-1.2945634533415507e-05,-7.090312230769109e-06,9.779778524195564e-06,7.650416106619758e-06,2.181960740379687e-05,-2.971624789526225e-05,6.3677958035251405e-06,5.36344529432447e-06,5.829289643025039e-07,-1.2100633885435454e-05,3.1990208244623008e-06,-2.702997234274989e-06,-6.751208202133401e-06,1.8369339401465772e-06,5.2210379333762e-06,-7.036638738548166e-06,3.913789301824665e-06,1.0960713861338692e-05,4.740832679775351e-06,-6.853811912264386e-07,1.108748199939054e-05,2.962973671652436e-05,-5.930989024702967e-05,-2.5311566992591646e-05,2.012437266281835e-06,-2.0304779588202052e-05,2.6635459140316893e-05,4.161208097450102e-06,-2.6890726675956498e-05,3.6569977114965974e-05,5.281049863260389e-06,3.357305589670437e-05,2.855994463469573e-05,-4.184143837705472e-05,4.8819434050731116e-05,3.1054696618736116e-05,3.562177632909566e-05,-2.413684612100318e-05,2.5928203260873156e-05,-5.7342582544332794e-05,-5.7534396020246234e-05,-6.1007870359321256e-05,-1.2621650534135839e-05,3.015307792183792e-05,3.1692199507194186e-05,5.7114853735743656e-05,6.532934159961823e-05,-2.1540603976344053e-05,-8.037540547654533e-05,-3.1632834070123784e-05,-6.690448494715882e-06,0.00017238027579421516,8.113676022035838e-05,0.00013757076093650494,-0.00010912311887409597,-6.621456435684786e-05,-2.5088716500330337e-05,-2.1783636199816114e-05,0.00019714571937950009,0.0001895805600389906,-3.381942164766336e-05,0.00017325296460753565,-7.221763473054588e-05,9.09940802357916e-05,4.961104069324072e-05,-2.6755273977509026e-05,0.0006880365055312376,-0.0002980507957205118,8.943420109066418e-05,-0.0006396315409942639,2.0485287004771475e-05,-0.0009185609015489425,7.312039830583153e-05,-0.0003367180658647642,-0.0015809269247214373,-0.0002141193226409354,0.00221029676390677,0.005300182289825765,-0.0014646136546132551,0.0024431313218815356,0.00775954333469873,-0.011962817355190369,-0.004268439304012865,-0.01272337834402311,0.024977524121402372,-0.002882591755316148,0.004242487706191023,0.040377086546136635,0.22055477913294666
1.0165050976342952e-06,7.321461595852884e-06,-8.93727299958992e-07,1.678267813021723e-06,5.348414202452737e-07,4.595668164282879e-06,-4.6809307525336083e-07,-1.705724809140926e-06,-1.5288985188937e-05,3.4269440275059716e-06,-7.304034012418771e-06,-2.6496896831785598e-05,2.3926618948091803e-05,-1.3513920556114445e-06,6.007381268640543e-06,-1.3388148699133415e-05,7.525547866001375e-06,-1.9583326017564655e-05,-1.2143475887634731e-05,-1.2880132007214076e-05,1.6111859889289316e-06,2.691224465270234e-05,-3.664284201029927e-05,-1.460141246434941e-05,2.314282766703433e-05,-1.5935163383931132e-05,-8.771472535022253e-06,-3.745153164418258e-05,-1.4991824041844996e-05,-3.3504837929755655e-05,3.450650284127535e-05,7.435691802041064e-06,-3.8842509330427354e-05,2.067302919782449e-05,1.674673920792427e-05,-5.1252821896408824e-05,2.707716792422753e-05,-3.829367879912366e-05,-4.327375346480133e-05,1.6396665006259688e-05,-1.8821361392004428e-05,3.294422529451825e-05,9.614298329033994e-06,-3.196719842009632e-05,-1.5408132588611e-05,5.6218961755917876e-05,4.475931837637975e-05,3.7933686263224153e-06,-2.916749326540367e-05,-2.4777049767138988e-05,-6.335564965468955e-05,-6.785817547406858e-05,-4.100750293789343e-05,-1.929058837737104e-05,3.936934612720948e-05,6.626966475413619e-05,4.391720365348004e-05,-2.5288798247857e-05,-2.173699316527818e-05,1.9676003156373115e-05,-2.7873272004560286e-05,0.00022388321027733786,5.4084112988989475e-05,0.00012305024290607203,-4.206056737100145e-05,-0.00010024373512973277,-8.985942655753274e-05,-6.7517108118844214e-06,0.000174104492321786,0.00019322358762339581,-3.112172351110246e-05,0.00023086264404540137,-6.783651840949359e-05,0.00020806463752089785,-1.924813834491308e-05,-0.00010746168008054148,0.0008213719731463689,-0.00032500009747714423,0.00014416499381270903,-0.0006225616727851737,-4.239666538148419e-05,-0.0008703145985218786,-4.4769947981146184e-06,-0.00027260763779357036,-0.001767589203945628,-4.181882918041653e-05,0.002488781073264972,0.005398701258070854,-0.0015038464778071056,0.0027950712463453145,0.007562138546386115,-0.01192063132003158,-0.003869189962340621,-0.01244957189464183,0.02352104789472467,-0.0024786153902207524,0.004159578325041991,0.037493348581290456,0.2006949764765301
3.0127403158665206e-07,-2.5975456684935815e-06,-1.3592954120896472e-07,-1.9331658675308554e-06,1.950778065557489e-06,-2.4672179120998695e-06,-1.0351908264481419e-06,1.1309899325892539e-06,1.3182504219512027e-06,2.1095706364369005e-07,-1.9471003574857733e-06,4.122869725093943e-07,-8.401305637702014e-07,4.621780728640491e-06,9.051053035903912e-07,-5.910596534368169e-06,1.4751781537342358e-05,-7.97985766255452e-06,1.1866013769863621e-05,-3.713900393664271e-06,6.7156207040241034e-06,1.1717137699560328e-05,-5.044757360388371e-06,-1.5461369707782658e-05,-5.933542348562263e-06,1.5475342355000045e-05,-2.5877925783194555e-06,2.0841496578515537e-05,-7.1691564796542865e-06,5.866055660460969e-05,-2.1163542657091714e-05,-8.010026865179756e-06,-3.1257072079549376e-05,-3.3804140625185274e-05,-5.899194839575762e-05,5.296694636777299e-05,2.5737594664796708e-05,-4.6286189231479475e-05,7.612843055725164e-05,9.442755957129115e-06,1.1602496592879892e-05,0.00010562924443242587,-5.0199323765599086e-05,8.892821460561022e-05,-8.273911642606913e-05,0.00023335992220217987,-0.00012498341513948657,4.947826664360526e-05,2.595621307444547e-05,0.00020409993597354955,0.00027663387089828424,9.906016537203004e-05,-0.00015071233604247396,0.00046892235866376875,0.0001070210749650785,-6.934924860118786e-05,-0.00028809329199226734,0.0002890974431882418,0.00010186964648665093,0.00010192774300952286,0.00030606036631922125,0.0003540606873910983,-0.0002897764986143211,-8.940801135538115e-05,-0.00012311121961938582,1.640391962821578e-05,-9.5260156225153e-05,-0.00025351783429541176,4.7712588732637734e-05,0.0002808235828553514,-4.278239574533547e-05,0.00041238801663533197,0.00011649484615188748,0.00040814978248707775,-0.00040108541670533547,-0.0002717274938152968,0.000998742780852246,-0.0002489466914674761,-0.00010806300544110961,-0.00045968597786757043,-2.6034831449301663e-05,-0.0008328507858791344,0.00028675494692919696,-0.0002496797729816999,-0.0019358059615495395,-7.754460823809756e-05,0.002376139548430731,0.00583662684864508,-0.0009215282021857036,0.0031296838452146347,0.007150883898727207,-0.011706505531471437,-0.00397921224928379,-0.012188098131637569,0.022489285180014713,-0.0020569738897590166,0.004260337456009968,0.0344626256889694,0.1824146303797126
3.389649796776518e-08,6.018907309229536e-07,1.3210250604363327e-06,-7.981928427494305e-08,-1.1165962613183451e-07,-2.9187197536846023e-07,-5.402101486055148e-07,-1.624977138682801e-07,5.708249240639667e-07,1.307754344954099e-07,1.9522528579309575e-07,-6.165346278168384e-07,-2.428987044482375e-06,1.5400131991737538e-06,-2.03209683399293e-06,2.1146197217248862e-07,-1.8677640805151359e-06,-2.8402091656763685e-06,4.319551597990064e-07,-3.807246471996115e-06,-2.8198602204003806e-06,-1.408389117145438e-06,-1.8559226912421872e-06,-3.3411129682613767e-06,4.586152931126488e-06,9.040728266340255e-06,4.904957843268919e-06,2.1851324004457374e-06,-1.531124576782993e-06,6.442627642710309e-06,-2.7748782090796172e-06,-7.2209143371325475e-06,-1.2767387098181188e-05,-6.101065004218246e-06,-7.281165564228673e-06,1.3942296508105847e-05,2.7458179754165843e-07,-2.2687360505491332e-06,6.7098967361431205e-06,-1.1755113439452388e-05,-1.7154262891106035e-05,4.714612258722306e-06,1.320375147717193e-05,1.150543537276559e-05,1.1484586641928004e-05,-1.0462631602030934e-05,-8.236648308805693e-06,1.1789170778372465e-05,5.49868168068445e-06,3.142346614548135e-05,1.2196451341494318e-05,-2.51069540496611e-05,4.549247975187931e-05,7.047741630554911e-05,5.306547764249231e-05,6.01062075330696e-05,8.970782845333752e-05,-0.00014762270254547655,-0.00019007703901024686,7.58281388326193e-05,-4.531874315314917e-05,9.566882771801807e-05,6.395912645324326e-05,1.6601661108207958e-05,0.000448344816247263,-0.0001597031905108528,0.0001789396024748052,9.99280301663416e-05,-0.0012952553803503746,-0.0035035850308783225,0.00018689339493813522,-8.748298632671156e-05,-0.0011132798572798693,0.0021938534508885357,0.0006840024565215812,-0.0008535659308528769,0.000631674361372085,-0.00010902607311553791,0.00031605484764998565,-0.0003979042661144823,0.0007552161222219242,-0.00031425881369083724,0.0004431790593797405,0.0003796085917287662,-0.0004590702412991736,0.0008384643100877065,0.0021810631779659614,0.0063381491029812385,0.001099500257813983,0.005492122866118407,0.006927092025332947,-0.012133690367476808,-0.003242888950892456,-0.011631093196933543,0.01869520833199898,-0.0007356022166416098,0.00469382883137058,0.03347213824740653,0.16820830343090898
2.4061722864505012e-06,-7.691230570229372e-06,-1.702509521233682e-05,-3.1262369085335235e-06,5.109967229807341e-06,9.635037574786881e-06,-7.0595145909468555e-06,2.056587830395962e-06,8.44854079753361e-06,-2.035003383036583e-05,-1.8725412435034175e-05,-2.5659033347202925e-05,3.152594652124428e-06,8.50994061642248e-06,-4.170737266693895e-06,-1.1641948241178274e-05,-1.8785870156160163e-06,1.1331128356272087e-06,1.025429295561559e-05,2.073965929930069e-05,-1.1827774629758952e-05,1.0986388071865783e-05,3.70255110478534e-05,-6.308916671985898e-06,-1.1141330344840613e-05,-3.926878669358047e-05,-3.056740558736766e-05,1.4848653505039116e-05,8.074614537893308e-06,4.18910299255467e-05,3.086644298499346e-05,-2.9556322409367788e-05,-3.253620038976992e-05,6.076846201814289e-05,5.836040721263363e-05,-4.80177531527072e-05,-9.61534668781046e-06,-2.5701479471278422e-05,2.906047676434533e-05,5.715355527160205e-05,-9.572063467347279e-05,-9.681056509560138e-05,-2.1984263814386845e-05,3.0270916181812694e-06,-1.1325035598566755e-05,-6.638378112716559e-05,-1.3859202125567554e-05,-0.00011368857604354724,-8.148044071901063e-05,9.94543617890257e-06,-3.767917342628007e-05,2.4797731421964495e-05,6.049713845441014e-05,3.8997344582582845e-05,0.00010767251036897082,6.828456045494112e-05,-4.732687070170549e-05,-8.961991644428322e-05,7.754082021378164e-05,-2.925479158790602e-05,-1.8903219289023563e-05,0.0001683930850518957,-5.427439799295679e-05,-2.7262827991710572e-05,-2.5179716908415462e-05,-0.00013727813402423822,-7.587114101808412e-05,-0.00012072389805930699,-5.70745819087338e-05,0.00017204758565276122,9.670098433301545e-05,0.0003105208536582634,-9.841220092614213e-05,0.0003123929439361864,-7.125595558651312e-05,-5.267157507717776e-05,0.0010151971686734034,-0.0002459319410204565,5.841560406440522e-05,-0.0003349323655414142,0.00016409790546237474,-0.0007254154192308509,3.3337145161461494e-05,-0.00031555024594898833,-0.001726668199017906,0.00023622070864897575,0.0025271205646861692,0.005711864394535641,-0.0011554195840372682,0.003051225880213468,0.006935503252133524,-0.01130884569419218,-0.0035362733432048286,-0.01205711259987635,0.020198712960642014,-0.0014686361484412887,0.004008549698950655,0.029811755024046146,0.1515572031828594
3.3506201832424685e-06,-4.431588362316019e-06,-3.859121634954861e-06,-7.841106938044449e-06,3.2064799556546412e-06,-5.600612404327155e-06,2.015050605569845e-06,-2.0032848001650126e-05,-2.5200467301102046e-05,7.287161402425265e-06,1.9205646835084162e-05,7.712122776741634e-06,9.904715330565304e-06,3.416076122311574e-05,4.8934244897339285e-06,1.6183958329868742e-06,5.173423984557282e-06,-1.0038027776503392e-05,1.6177952089547502e-05,2.1975295623844085e-05,-1.679584435066119e-05,-8.302631000405394e-06,-2.352395139113905e-05,1.3711355381723865e-05,-7.52473641996931e-06,-2.0423882032937666e-05,-3.447008718145444e-07,1.8679505014006472e-05,3.30857099327276e-05,-2.9459542073237863e-05,8.202380100722368e-06,1.349388287120789e-05,2.6244341960284597e-05,2.1937714009866707e-05,1.4681366671815419e-05,-2.0349237656150267e-05,1.636561171053684e-05,2.6486715458090763e-08,-5.000950186281564e-05,-6.627630819195102e-07,-3.201668671384739e-05,-5.1015002964941415e-05,-8.910125061074274e-06,-2.1294054324426257e-05,-1.0760238405392289e-05,1.602204123592745e-05,4.817361592814364e-05,-4.090451602917257e-05,3.077095100254068e-05,-7.155842472955594e-05,1.0860315353943152e-05,-3.8390671614947125e-05,5.629506296046674e-05,1.831052186396424e-05,6.218460702514323e-05,1.5736708116561993e-05,-1.7291864041304072e-05,-8.047434430840663e-05,0.00013335975452135758,-1.6097976834014754e-05,2.668528371319424e-05,0.0001070293485993852,2.9050951953690343e-05,4.0206785430223574e-05,-4.4519767478015234e-05,-0.00011394491238701648,-7.586945846009003e-05,-0.00011941492597058103,-2.3812307663173592e-05,0.00023330044526152034,9.405511669108076e-06,0.0002651653657647682,-8.132376421167058e-05,0.00037896906493074735,-0.000207783870459658,-9.643613828036125e-05,0.0011203349479114752,-0.0002629017471325475,3.876746807188885e-05,-0.0002598118493017486,0.00016939778044608485,-0.0005837594002327117,0.00013052762739064016,-0.00037705500577050804,-0.001763147542347657,0.00027410329594827466,0.0025574039706021665,0.005656018581918003,-0.0009935231402554482,0.003015282074581577,0.0065929799397383,-0.010993863821779382,-0.0034527000481051127,-0.011746157103560525,0.018816896651550955,-0.0011446954712595893,0.0038159590521908526,0.027947557975422335,0.1391384212167516
-5.3858111040852266e-06,1.3655886538693244e-06,-6.827625955539243e-06,1.0978979472394217e-05,-2.2319264544422696e-06,4.958923766412737e-06,-6.564350815607785e-06,2.803902494261314e-07,-7.235128566569831e-06,6.610066755876028e-06,-2.511891337509547e-06,1.296977663226618e-06,-3.526054470020146e-06,1.6147373190356947e-05,-9.249875191035482e-06,-5.888833465833354e-06,1.8576637338562307e-05,-1.2226087411291297e-05,2.33343262096834e-05,-1.7870845622439744e-05,2.6134773721147038e-05,3.391948431888338e-07,5.410970059883473e-07,7.306434159037744e-06,-1.0618423155224664e-05,-1.3267530387894127e-06,1.0638118056296146e-05,-2.07379752226617e-05,4.30845741145212e-05,-1.9681214629142533e-05,-1.2035867378286087e-05,-1.6282739790945328e-06,4.962908289966464e-05,-1.1922459889144031e-06,2.0842935219730296e-05,1.1243816355745631e-05,1.0755957716523745e-06,-1.605836695699152e-05,-7.601356520353311e-05,-2.0522595774802547e-05,-3.588812731024889e-05,-4.990665459359823e-05,7.187543851797358e-07,1.8369238353698503e-05,-2.6372561183628146e-05,1.63612469535085e-05,-6.790540198028564e-06,-1.9217977837103568e-05,3.7463479497079825e-06,-7.366428212742513e-05,2.8768200038104675e-05,-2.6998076517084032e-05,7.571767897224489e-05,-3.924493706095549e-06,8.517994590902506e-05,2.5074136621683318e-05,7.570406308465263e-06,-7.184139573824672e-05,0.00014053870050610977,-1.0538037743750445e-05,8.973331097865749e-06,5.024434544684348e-05,5.2457632575772216e-05,1.0103830636840737e-05,-5.397075270737773e-05,-0.0001106753518164354,-9.304279376752216e-05,-0.00019045607487174916,-0.0001046541931831138,0.00028395305005239304,-1.0712951348095028e-05,0.00022868137528799645,-2.079665731005215e-05,0.00038656456097001994,-0.00025277278346241746,-0.0001016075507908533,0.0011511512056262634,-0.0002562423922089715,9.477707338093407e-06,-0.0002492034129050689,0.0002662951145032953,-0.0005092345658312836,8.220594670485348e-05,-0.00046735263372257163,-0.0018375192697509901,0.0003261246303653311,0.0025803322693282765,0.005448912529803573,-0.0010276341523089312,0.0029403716738649302,0.006291203966142761,-0.01063071953764283,-0.0031400869081485024,-0.011430680352224666,0.01733313437705201,-0.0009770590447649888,0.003596378867001584,0.026496987733837917,0.1284417926496404
5.385078496094631e-06,8.03879994673222e-06,-1.6702513201084036e-06,1.8628224841247218e-06,-1.4881434565878733e-05,5.59080357661614e-06,8.464182044074112e-07,2.8480517457699295e-07,1.5150173667626115e-05,-1.77970481351011e-05,1.4797604982983498e-05,2.093715301737985e-05,-1.485788027254197e-05,-9.248061641199683e-06,1.2278693695650052e-05,2.090742196842183e-05,1.8258850207533032e-05,3.34956886364609e-05,-6.630374304145391e-06,-3.00078087910291e-05,3.3675416384100067e-06,5.205877429088165e-05,1.4736269713376859e-05,1.801217956304117e-05,-7.429064736904317e-06,5.497768533880612e-05,7.688757761829496e-06,-6.266643494197134e-05,-2.982124722109549e-05,-3.494910381690672e-05,-5.0371944131558384e-05,-1.4508235723983678e-05,4.8679121843127955e-06,-2.9942122125021073e-05,5.8443088378755793e-05,3.9607131958196196e-05,-4.932708983945396e-05,-2.1967644968084787e-05,-3.7141740097600584e-05,-5.538526497095572e-05,-7.522491067178224e-05,-3.0797998681957725e-05,-1.0250942056630067e-05,7.710846440291246e-05,2.2965402180816853e-05,4.435134864003888e-05,-4.668110179959853e-05,-2.7683092193674535e-05,-9.419766336112734e-06,-0.00015538399729885424,8.446171293663248e-05,1.5946917992101422e-05,2.6868655486270247e-05,-1.5736021975771327e-05,7.328402397700182e-05,6.903050010110604e-05,3.096420088641036e-05,-5.055518287630123e-05,9.520847978875187e-05,-4.6800751249950925e-05,-7.194278004410534e-05,8.557781723836995e-05,0.00010265362558851095,-9.893517315887112e-06,-6.312106490934539e-05,-4.65511536325507e-05,-6.643188435555664e-05,-0.00026554378078291193,-0.0001345873422745062,0.000376596044635832,-5.432820909669077e-06,0.0002782778694334596,2.078544115226974e-05,0.00041032272533827845,-0.000237777246382582,-0.00018901909997982586,0.0010894803018525168,-0.0003910445446678897,-3.0462102669684963e-05,-0.0003262382856759225,0.0004237766463117216,-0.0004373206628065307,5.5629743841001515e-05,-0.0005229251772989942,-0.0017851097643343207,0.00030260484336243527,0.0026323521435643034,0.005255495470106814,-0.0010253286102739907,0.002791586457218241,0.005983878234445235,-0.01028529530687515,-0.0028025950131188295,-0.011003116718272981,0.01580524669086372,-0.0007452399544108437,0.003347898824372981,0.025199096917555463,0.1194707622853992
-1.4448500451398117e-05,9.802900909696164e-06,6.029395246921477e-06,9.290028788425703e-06,-1.1575914970602686e-05,-1.1728857240779083e-06,1.7980166443628967e-05,1.133042274440908e-06,2.0180423904102633e-05,1.5657119983840642e-05,-1.0980538694773949e-05,-2.7610127562614038e-05,4.806437475727428e-06,-1.5391503948209188e-05,-1.605042429467639e-05,2.1235614573658446e-05,-2.715617165689152e-05,2.135909072558494e-06,-1.25586975921561e-06,-1.0675086677873973e-05,2.2317186313757584e-05,-1.1611528458914479e-05,1.3017228728090758e-05,2.0198743091302472e-05,-8.831727515287451e-06,-2.8751321849307096e-05,1.0368275807686607e-05,5.483008971575248e-06,-9.915257585821094e-06,2.3300798042389957e-05,-7.880506647427677e-06,-3.5003862744333255e-06,3.550743454328496e-05,2.155765113886984e-05,2.010777120274797e-07,1.4478893574830542e-06,-2.0348243426989214e-05,4.8731094751679455e-05,-7.567632581905611e-05,-3.284456380009737e-05,-2.135419850913816e-05,-6.904019951403725e-05,-2.5290344612932696e-05,4.0794994052611386e-07,1.7968425638302352e-05,5.801565393686165e-06,-1.8815785028256768e-05,2.3783677394246123e-05,5.379770113077678e-06,-7.93271815777409e-05,7.300299742114781e-05,-7.216161779995517e-06,7.324088411582903e-05,2.6114533948286272e-05,2.41169808086265e-05,2.328809390453168e-05,-3.298421961783979e-05,-2.957295061677327e-05,0.00011365005934551183,-1.4671460060910909e-08,9.793933475214724e-06,-6.648181108970898e-05,5.1238350698532565e-05,-1.8127667160186644e-06,-5.842566006788275e-05,-0.0001046193777833562,-0.0001183859117992403,-0.00028372365978244726,-0.00017067102379915303,0.0002842150570140171,-2.8483632461794524e-06,0.00022256379534462236,2.946077522232577e-05,0.00042621386493925227,-0.00031364813898130024,-8.181403379593037e-05,0.0012631201557326032,-0.00019483471162267977,-7.138234204988512e-05,-0.00011673687529901652,0.00048664986422490255,-0.0003341940501273088,5.537285196519151e-05,-0.0006974594394731215,-0.0019604905819320213,0.0003479993843049287,0.002591688647470073,0.0050411046171934095,-0.0008855119713975626,0.0028952794909035857,0.005525271314487855,-0.009650553806126169,-0.0025357846634124384,-0.010356769333743849,0.013708037977360745,-0.0005973966779691749,0.0031053111515561265,0.023723693122203487,0.10742069119914603
-2.195722639359617e-07,-2.2171143420015124e-06,-1.7360832832200748e-06,-2.720448609222488e-06,-5.576325025348418e-06,1.0600483472171975e-05,1.8236189457631002e-06,-2.2708685982946382e-06,-4.905008006619125e-06,1.1799776987700765e-06,1.8203447899997717e-06,-7.460130871369802e-07,1.5251195348235968e-05,4.042870991126064e-08,-8.62360745756765e-06,-7.497533108055935e-06,2.071342420712425e-06,5.885425524843842e-08,3.312962954395561e-07,-8.889922478060012e-07,9.13462049305831e-06,-5.898222287975653e-06,1.6503896813401757e-06,-7.003776899389358e-06,4.81193651258654e-06,7.096869677743235e-06,-9.3768897306167e-06,-2.441694433272164e-06,9.561830950794078e-06,1.8373218092005435e-05,-5.352235015449485e-07,2.944165161651119e-06,2.8772679477607837e-06,5.40730632911037e-06,6.419375858677605e-06,-1.6690726014812933e-05,4.957884326247659e-06,4.705504504752464e-06,2.1411075756460142e-05,1.5271527192663632e-05,9.445380503081594e-07,6.58587166350084e-06,-2.6661869724987038e-05,1.714143951811684e-05,-3.343515408404969e-06,6.301950856743091e-06,-8.070760586573258e-06,4.51220516650926e-06,5.220168800372097e-06,3.1593554321280725e-06,-2.6253864116741287e-05,-8.310801598653813e-06,-4.132623960832154e-06,-1.706807387466466e-05,3.0132951967787133e-06,2.6298334022075733e-05,2.550912287578431e-05,-2.3903682391785935e-05,-5.906129997100388e-05,-4.920233288103861e-05,-4.254581571385249e-05,8.38446874977319e-06,2.1576025369465346e-05,1.0082107560012457e-05,-1.6337738794368415e-05,1.3500483835364072e-06,-7.857925599931015e-05,-0.0001231083798062521,-8.71467957203599e-05,2.5806864691851646e-05,-4.0435524692246446e-05,3.217565617600365e-05,4.6093227153318e-05,1.4611442974076965e-05,-0.00014342113126087876,-0.00010308671230168108,0.00043335069720560216,-8.606843957535056e-05,7.29746290060648e-05,4.462404387295095e-05,0.00012402743044198034,0.00031666107340642805,-0.0008671913774637345,-0.0006391005517472669,-0.0014307122674986766,0.0006410079687513343,0.0007038711543163237,-0.0023234111820478144,-0.0002458500208794472,0.0008068502819149388,-0.003362161162427328,0.003809165598217098,0.0039478467992510894,0.005568506339472827,-0.016485672093620653,-0.0036143818532532374,-0.0032548316587440534,0.025818603081912073,0.11854848413155725
-6.158583444678324e-06,-4.280711274826029e-06,-2.5409745127179186e-06,-2.3266983633338676e-06,9.773267017855254e-07,5.16109439756564e-07,1.0274543292486954e-05,3.249596426412252e-06,-1.4779533362861262e-06,-8.656035211524361e-06,1.1685462773520485e-05,-5.873851354455774e-06,5.50054753690988e-06,-4.127766919833591e-06,-1.2093275888766996e-05,-7.85539603679566e-06,1.1286394665811796e-05,-1.3447165244051524e-06,-5.203791400397436e-06,-2.5206588542814367e-06,2.8251740750346895e-06,-7.352192768530602e-06,1.4709881362744193e-05,-7.473924532772012e-06,2.969220767087732e-06,2.0749752385531696e-05,7.534246015112032e-06,1.5380182969005115e-05,8.100361470068482e-06,3.786736480632434e-05,-7.768794346645353e-06,2.0946690042519048e-05,6.071588396354427e-06,9.723708669912949e-06,1.0138633484209818e-05,-1.0744489358046055e-06,1.184375142594893e-05,6.821375321062313e-06,3.1275481470569734e-05,3.43191435701119e-05,-2.617429018889638e-06,1.0759621583849056e-06,-2.8241319471216994e-05,2.2588977169809652e-05,-3.3390279987691943e-06,-1.6397246575337597e-05,-2.840922422773457e-05,1.1778019143047078e-05,1.0648454011922935e-05,-2.5085625743035347e-08,-5.4299738434768014e-05,-3.074682830616292e-05,4.563097474037914e-06,-4.502705398208883e-05,-1.4354370485079933e-05,7.223386057812104e-05,8.075405239301905e-05,-2.9993389053900226e-05,-0.00014797572559836205,-0.00011704926778443485,-8.601511305465571e-05,4.268798059649903e-05,4.586321366588224e-05,4.1143137245432395e-05,-3.7628605837886734e-05,-2.252002219876988e-05,-0.0002013641955371049,-0.00030714148157893036,-0.0002170951274509498,7.012165924929176e-05,-0.00013873069366459015,8.940513535747392e-05,0.00011816708185380586,6.16229312387207e-05,-0.0003290906103733455,-0.0002786791838279469,0.0011456506707150835,-0.00024112641173029326,0.0002486007235486747,0.00023783418312630912,0.00027428386747031433,0.0008617318838884882,-0.00220971106042791,-0.0015352052535644943,-0.003573532516694291,0.0018647760668046316,0.0016789735047731222,-0.00623924090013742,-0.0005672024206416949,0.0019459470501631518,-0.009227166895690333,0.010672843478995003,0.010338317385303488,0.015310461679763184,-0.04407422378862144,-0.010285074805136869,-0.00883201497426419,0.07195904707428072,0.33574299056980156
