global_index,file,local_index,key
370,E605/E605-11.5Q13.5.csv,1,E605/E605-11.5Q13.5/1
371,E605/E605-11.5Q13.5.csv,2,E605/E605-11.5Q13.5/2
372,E605/E605-11.5Q13.5.csv,3,E605/E605-11.5Q13.5/3
373,E605/E605-11.5Q13.5.csv,4,E605/E605-11.5Q13.5/4
374,E605/E605-11.5Q13.5.csv,5,E605/E605-11.5Q13.5/5
375,E605/E605-11.5Q13.5.csv,6,E605/E605-11.5Q13.5/6
376,E605/E605-11.5Q13.5.csv,7,E605/E605-11.5Q13.5/7
377,E605/E605-11.5Q13.5.csv,8,E605/E605-11.5Q13.5/8
378,E605/E605-11.5Q13.5.csv,9,E605/E605-11.5Q13.5/9
379,E605/E605-11.5Q13.5.csv,10,E605/E605-11.5Q13.5/10
380,E605/E605-13.5Q18.csv,0,E605/E605-13.5Q18/0
381,E605/E605-13.5Q18.csv,1,E605/E605-13.5Q18/1
382,E605/E605-13.5Q18.csv,2,E605/E605-13.5Q18/2
383,E605/E605-13.5Q18.csv,3,E605/E605-13.5Q18/3
384,E605/E605-13.5Q18.csv,4,E605/E605-13.5Q18/4
385,E605/E605-13.5Q18.csv,5,E605/E605-13.5Q18/5
386,E605/E605-13.5Q18.csv,6,E605/E605-13.5Q18/6
387,E605/E605-13.5Q18.csv,7,E605/E605-13.5Q18/7
388,E605/E605-13.5Q18.csv,8,E605/E605-13.5Q18/8
389,E605/E605-13.5Q18.csv,9,E605/E605-13.5Q18/9
390,E605/E605-13.5Q18.csv,10,E605/E605-13.5Q18/10
391,E605/E605-13.5Q18.csv,11,E605/E605-13.5Q18/11
392,E605/E605-13.5Q18.csv,12,E605/E605-13.5Q18/12
393,E605/E605-7Q8.csv,0,E605/E605-7Q8/0
394,E605/E605-7Q8.csv,1,E605/E605-7Q8/1
395,E605/E605-7Q8.csv,2,E605/E605-7Q8/2
396,E605/E605-7Q8.csv,3,E605/E605-7Q8/3
397,E605/E605-7Q8.csv,4,E605/E605-7Q8/4
398,E605/E605-7Q8.csv,5,E605/E605-7Q8/5
399,E605/E605-7Q8.csv,6,E605/E605-7Q8/6
400,E605/E605-8Q9.csv,0,E605/E605-8Q9/0
401,E605/E605-8Q9.csv,1,E605/E605-8Q9/1
402,E605/E605-8Q9.csv,2,E605/E605-8Q9/2
403,E605/E605-8Q9.csv,3,E605/E605-8Q9/3
404,E605/E605-8Q9.csv,4,E605/E605-8Q9/4
405,E605/E605-8Q9.csv,5,E605/E605-8Q9/5
406,E605/E605-8Q9.csv,6,E605/E605-8Q9/6
407,E772/E772-11Q12.csv,0,E772/E772-11Q12/0
408,E772/E772-11Q12.csv,1,E772/E772-11Q12/1
409,E772/E772-11Q12.csv,2,E772/E772-11Q12/2
410,E772/E772-11Q12.csv,3,E772/E772-11Q12/3
411,E772/E772-11Q12.csv,4,E772/E772-11Q12/4
412,E772/E772-11Q12.csv,5,E772/E772-11Q12/5
413,E772/E772-11Q12.csv,6,E772/E772-11Q12/6
414,E772/E772-11Q12.csv,7,E772/E772-11Q12/7
415,E772/E772-12Q13.csv,0,E772/E772-12Q13/0
416,E772/E772-12Q13.csv,1,E772/E772-12Q13/1
417,E772/E772-12Q13.csv,2,E772/E772-12Q13/2
418,E772/E772-12Q13.csv,3,E772/E772-12Q13/3
419,E772/E772-12Q13.csv,4,E772/E772-12Q13/4
420,E772/E772-12Q13.csv,5,E772/E772-12Q13/5
421,E772/E772-12Q13.csv,6,E772/E772-12Q13/6
422,E772/E772-12Q13.csv,7,E772/E772-12Q13/7
423,E772/E772-12Q13.csv,8,E772/E772-12Q13/8
424,E772/E772-13Q14.csv,0,E772/E772-13Q14/0
425,E772/E772-13Q14.csv,1,E772/E772-13Q14/1
426,E772/E772-13Q14.csv,2,E772/E772-13Q14/2
427,E772/E772-13Q14.csv,3,E772/E772-13Q14/3
428,E772/E772-13Q14.csv,4,E772/E772-13Q14/4
429,E772/E772-13Q14.csv,5,E772/E772-13Q14/5
430,E772/E772-13Q14.csv,6,E772/E772-13Q14/6
431,E772/E772-14Q15.csv,0,E772/E772-14Q15/0
432,E772/E772-14Q15.csv,1,E772/E772-14Q15/1
433,E772/E772-14Q15.csv,2,E772/E772-14Q15/2
434,E772/E772-14Q15.csv,3,E772/E772-14Q15/3
435,E772/E772-14Q15.csv,4,E772/E772-14Q15/4
436,E772/E772-14Q15.csv,5,E772/E772-14Q15/5
437,LHCb_7/LHCb7.csv,0,LHCb_7/LHCb7/0
438,LHCb_7/LHCb7.csv,1,LHCb_7/LHCb7/1
439,LHCb_7/LHCb7.csv,2,LHCb_7/LHCb7/2
440,LHCb_7/LHCb7.csv,3,LHCb_7/LHCb7/3
441,LHCb_7/LHCb7.csv,4,LHCb_7/LHCb7/4
442,LHCb_7/LHCb7.csv,5,LHCb_7/LHCb7/5
443,LHCb_7/LHCb7.csv,6,LHCb_7/LHCb7/6
444,LHCb_8/LHCb8.csv,0,LHCb_8/LHCb8/0
445,LHCb_8/LHCb8.csv,1,LHCb_8/LHCb8/1
446,LHCb_8/LHCb8.csv,2,LHCb_8/LHCb8/2
447,LHCb_8/LHCb8.csv,3,LHCb_8/LHCb8/3
448,LHCb_8/LHCb8.csv,4,LHCb_8/LHCb8/4
449,LHCb_8/LHCb8.csv,5,LHCb_8/LHCb8/5
450,LHCb_8/LHCb8.csv,6,LHCb_8/LHCb8/6
451,LHCb_13/LHCb13.csv,0,LHCb_13/LHCb13/0
452,LHCb_13/LHCb13.csv,1,LHCb_13/LHCb13/1
453,LHCb_13/LHCb13.csv,2,LHCb_13/LHCb13/2
454,LHCb_13/LHCb13.csv,3,LHCb_13/LHCb13/3
455,LHCb_13/LHCb13.csv,4,LHCb_13/LHCb13/4
456,LHCb_13/LHCb13.csv,5,LHCb_13/LHCb13/5
457,LHCb_13/LHCb13.csv,6,LHCb_13/LHCb13/6
458,STAR/STAR510.csv,0,STAR/STAR510/0
459,STAR/STAR510.csv,1,STAR/STAR510/1
460,STAR/STAR510.csv,2,STAR/STAR510/2
461,STAR/STAR510.csv,3,STAR/STAR510/3
462,STAR/STAR510.csv,4,STAR/STAR510/4
463,STAR/STAR510.csv,5,STAR/STAR510/5
464,STAR/STAR510.csv,6,STAR/STAR510/6
