0,1,2,3,4,5,6,7,8,9,10,11,12
0.020888967869000002,0.024293059235000004,0.027752184040000002,0.028330171240000004,0.02719653124,0.025695727240000004,0.024022677635000007,0.022360795235,0.020550016830000004,0.018713520030000003,0.017234035225000003,0.016168413625,0.01507775042
0.024293059235000004,0.035834484213000006,0.03679583680600001,0.037562173706000006,0.036059112456000006,0.03406923883100001,0.03185098962400001,0.029647546699000004,0.027246686767000008,0.024811727542000006,0.022850120435000006,0.02143724286,0.019991163328
0.027752184040000002,0.03679583680600001,0.046535111250000004,0.042910707439,0.041193623064,0.03892040837650001,0.03638629936850001,0.03386910493100001,0.031126382985500006,0.028344706298000004,0.026103783040000005,0.024489723727500003,0.022837734781999998
0.028330171240000004,0.037562173706000006,0.042910707439,0.048333956293000004,0.042051551464,0.039730993151500006,0.03714410694350001,0.034574487581000006,0.031774643710500004,0.028935033798000002,0.026647439440000004,0.0249997645525,0.023313370081999997
0.02719653124,0.036059112456000006,0.041193623064,0.042051551464,0.044445030489,0.038141145964,0.03565777475600001,0.033190979456000004,0.030503172148000003,0.027777190048,0.02558113444,0.023999391739999997,0.022380478831999995
0.025695727240000004,0.03406923883100001,0.03892040837650001,0.039730993151500006,0.038141145964,0.039716499016250004,0.03369004841225001,0.03135937989350001,0.028819895616750007,0.026244343173000003,0.024169473940000005,0.022675017583750002,0.021145442207
0.024022677635000007,0.03185098962400001,0.03638629936850001,0.03714410694350001,0.03565777475600001,0.03369004841225001,0.03478975607425001,0.029317569686500004,0.02694343131075001,0.02453557316700001,0.022595798735000006,0.021198646478750003,0.019768661803000003
0.022360795235,0.029647546699000004,0.03386910493100001,0.034574487581000006,0.033190979456000004,0.03135937989350001,0.029317569686500004,0.03018210673,0.025079491954500006,0.022838208792000003,0.021032627435000003,0.0197321297975,0.018401071078
0.020550016830000004,0.027246686767000008,0.031126382985500006,0.031774643710500004,0.030503172148000003,0.028819895616750007,0.02694343131075001,0.025079491954500006,0.025421120023250008,0.020988769411000006,0.019329404130000005,0.01813422086125,0.016910951349
0.018713520030000003,0.024811727542000006,0.028344706298000004,0.028935033798000002,0.027777190048,0.026244343173000003,0.02453557316700001,0.022838208792000003,0.020988769411000006,0.020975761817000005,0.017601990030000004,0.016513616905,0.015399667524
0.017234035225000003,0.022850120435000006,0.026103783040000005,0.026647439440000004,0.02558113444,0.024169473940000005,0.022595798735000006,0.021032627435000003,0.019329404130000005,0.017601990030000004,0.017747571274000003,0.015208055725000003,0.01418217482
0.016168413625,0.02143724286,0.024489723727500003,0.0249997645525,0.023999391739999997,0.022675017583750002,0.021198646478750003,0.0197321297975,0.01813422086125,0.016513616905,0.015208055725000003,0.01564500582525,0.013305257044999998
0.01507775042,0.019991163328,0.022837734781999998,0.023313370081999997,0.022380478831999995,0.021145442207,0.019768661803000003,0.018401071078,0.016910951349,0.015399667524,0.01418217482,0.013305257044999998,0.013658627539999997
