0,1,2,3,4,5,6,7,8,9
2.61337284e-06,3.8687616000000003e-07,4.4681472000000004e-07,4.3145856000000004e-07,4.0966272000000005e-07,3.7548288000000004e-07,3.2347008e-07,2.7145728e-07,2.303424e-07,1.7486208e-07
3.8687616000000003e-07,5.8601678400000005e-06,1.01442528e-06,9.7956144e-07,9.300772800000001e-07,8.524771200000001e-07,7.3438992e-07,6.1630272e-07,5.229576e-07,3.9699792e-07
4.4681472000000004e-07,1.01442528e-06,6.840750759999999e-06,1.1313244800000002e-06,1.0741737600000001e-06,9.845510400000001e-07,8.4816864e-07,7.117862400000001e-07,6.039792000000001e-07,4.5850464000000003e-07
4.3145856000000004e-07,9.7956144e-07,1.1313244800000002e-06,6.38244304e-06,1.0372564800000001e-06,9.507139200000002e-07,8.1901872e-07,6.873235200000001e-07,5.832216e-07,4.4274672000000003e-07
4.0966272000000005e-07,9.300772800000001e-07,1.0741737600000001e-06,1.0372564800000001e-06,6.5733537600000004e-06,9.026870400000002e-07,7.7764464e-07,6.526022400000001e-07,5.537592e-07,4.2038064e-07
3.7548288000000004e-07,8.524771200000001e-07,9.845510400000001e-07,9.507139200000002e-07,9.026870400000002e-07,5.523261160000001e-06,7.1276256e-07,5.981529600000001e-07,5.075568000000001e-07,3.8530656e-07
3.2347008e-07,7.3438992e-07,8.4816864e-07,8.1901872e-07,7.7764464e-07,7.1276256e-07,4.36599796e-06,5.1529536e-07,4.3724879999999996e-07,3.3193295999999997e-07
2.7145728e-07,6.1630272e-07,7.117862400000001e-07,6.873235200000001e-07,6.526022400000001e-07,5.981529600000001e-07,5.1529536e-07,3.0763137600000005e-06,3.669408e-07,2.7855936000000004e-07
2.303424e-07,5.229576e-07,6.039792000000001e-07,5.832216e-07,5.537592e-07,5.075568000000001e-07,4.3724879999999996e-07,3.669408e-07,2.077605e-06,2.363688e-07
1.7486208e-07,3.9699792e-07,4.5850464000000003e-07,4.4274672000000003e-07,4.2038064e-07,3.8530656e-07,3.3193295999999997e-07,2.7855936000000004e-07,2.363688e-07,1.35666196e-06
