0,1,2,3,4,5,6,7,8,9,10
9.567967360000001e-08,1.9363679999999998e-09,2.3956128000000002e-09,2.3579136e-09,2.1043008e-09,2.0666016000000004e-09,1.8095616000000002e-09,1.7512992e-09,1.5525216e-09,1.3845888000000001e-09,7.265664e-10
1.9363679999999998e-09,2.1989284e-07,5.687064e-09,5.5975679999999995e-09,4.9955039999999996e-09,4.906008e-09,4.295808e-09,4.157496e-09,3.685608e-09,3.286944e-09,1.724832e-09
2.3956128000000002e-09,5.687064e-09,2.326608544e-07,6.9251328e-09,6.1802784e-09,6.069556800000001e-09,5.314636800000001e-09,5.1435216e-09,4.559716800000001e-09,4.0665024e-09,2.1339072e-09
2.3579136e-09,5.5975679999999995e-09,6.9251328e-09,1.9430515360000001e-07,6.0830208e-09,5.9740416e-09,5.2310016e-09,5.0625792e-09,4.4879615999999996e-09,4.0025088e-09,2.1003264e-09
2.1043008e-09,4.9955039999999996e-09,6.1802784e-09,6.0830208e-09,1.694537424e-07,5.3314848000000006e-09,4.6683648000000005e-09,4.5180576000000005e-09,4.0052448e-09,3.5720064e-09,1.8744192e-09
2.0666016000000004e-09,4.906008e-09,6.069556800000001e-09,5.9740416e-09,5.3314848000000006e-09,1.988359696e-07,4.584729600000001e-09,4.437115200000001e-09,3.9334896e-09,3.5080128000000007e-09,1.8408384000000001e-09
1.8095616000000002e-09,4.295808e-09,5.314636800000001e-09,5.2310016e-09,4.6683648000000005e-09,4.584729600000001e-09,1.608304896e-07,3.8852352e-09,3.4442496000000003e-09,3.0716928000000002e-09,1.6118784000000001e-09
1.7512992e-09,4.157496e-09,5.1435216e-09,5.0625792e-09,4.5180576000000005e-09,4.437115200000001e-09,3.8852352e-09,1.173291424e-07,3.3333552000000003e-09,2.9727936000000003e-09,1.5599808e-09
1.5525216e-09,3.685608e-09,4.559716800000001e-09,4.4879615999999996e-09,4.0052448e-09,3.9334896e-09,3.4442496000000003e-09,3.3333552000000003e-09,1.0923100960000001e-07,2.6353728000000002e-09,1.3829184000000001e-09
1.3845888000000001e-09,3.286944e-09,4.0665024e-09,4.0025088e-09,3.5720064e-09,3.5080128000000007e-09,3.0716928000000002e-09,2.9727936000000003e-09,2.6353728000000002e-09,1.0732631040000001e-07,1.2333312e-09
7.265664e-10,1.724832e-09,2.1339072e-09,2.1003264e-09,1.8744192e-09,1.8408384000000001e-09,1.6118784000000001e-09,1.5599808e-09,1.3829184000000001e-09,1.2333312e-09,1.7808193600000005e-08
