qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min,eta_min,eta_max,xsec,error_unc_0,error_mult_0 ,bin_integrate_factor
True,0.1,0.0,0.2,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00271,0.00272,0.25,8.3333333333
True,0.3,0.2,0.4,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00079,0.00079,0.25,8.3333333333
True,0.5,0.4,0.6,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00101,0.00072,0.25,8.3333333333
True,0.7,0.6,0.8,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.001,0.00058,0.25,8.3333333333
True,0.9,0.8,1.0,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00068,0.00048,0.25,8.3333333333
True,1.1,1.0,1.2,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00118,0.0006,0.25,8.3333333333
True,1.3,1.2,1.4,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00026,0.00026,0.25,8.3333333333
True,1.5,1.4,1.6,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00054,0.00038,0.25,8.3333333333
True,1.7,1.6,1.8,True,11.5,11.0,12.0,True,0.21,-0.09,0.51,23.73,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.00035,0.00035,0.25,8.3333333333
