0,1,2
8.689340383781671e-08,-3.146793268555942e-08,-5.542547115225401e-08
-3.146793268555942e-08,1.3713825059189612e-08,1.7754107626368158e-08
-5.542547115225401e-08,1.7754107626368158e-08,3.767136352588426e-08
