qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min,eta_min,eta_max,xsec,error_unc_0,error_mult_0 ,bin_integrate_factor
True,0.1,0.0,0.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.382,0.016,0.25,8.3333333333
True,0.3,0.2,0.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.354,0.009,0.25,8.3333333333
True,0.5,0.4,0.6,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.328,0.008,0.25,8.3333333333
True,0.7,0.6,0.8,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.28,0.007,0.25,8.3333333333
True,0.9,0.8,1.0,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.221,0.007,0.25,8.3333333333
True,1.1,1.0,1.2,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.17,0.006,0.25,8.3333333333
True,1.3,1.2,1.4,True,7.5,7.0,8.0,True,0.03,-0.27,0.33,27.43,0.4603,E*dσ/d3q,False,0.0,-1000.0,1000.0,0.125,0.005,0.25,8.3333333333
