0,1,2,3,4,5,6,7,8,9
3162.006353615411,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,2958.3515809389432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,3697.566510199456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,4862.63898267096,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7489.125471527511,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,12447.095952484453,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,19315.219829221012,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,33755.20133897432,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,84288.50471686902,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,103037.76983402367
