0,1,2,3,4,5,6,7,8,9,10,11,12
1.363236527097282e-05,1.3040945319684753e-05,1.1899977100307903e-05,1.0400292110468874e-05,8.68527536091931e-06,6.975295049178067e-06,5.412839090181604e-06,4.051387383971537e-06,2.9442344124238286e-06,2.087304141108374e-06,1.4493957379964345e-06,9.872311661030935e-07,6.569748743401529e-07
1.3040945319684753e-05,1.2475351612724791e-05,1.138413293795654e-05,9.949809636973984e-06,8.309538218625622e-06,6.674099262420017e-06,5.1795863019221365e-06,3.877321006115882e-06,2.818239877447514e-06,1.9984529863416846e-06,1.3881293075325694e-06,9.458866676502235e-07,6.298082012139358e-07
1.1899977100307903e-05,1.138413293795654e-05,1.0388994424507426e-05,9.080773751308508e-06,7.584742514193089e-06,6.093143035931407e-06,4.729726814846261e-06,3.5416644270535496e-06,2.57533571914289e-06,1.827210513230544e-06,1.270101724008243e-06,8.6628627258908e-07,5.775503509729495e-07
1.0400292110468874e-05,9.949809636973984e-06,9.080773751308508e-06,7.938198906577946e-06,6.6316106086824414e-06,5.328911744255782e-06,4.137741216706997e-06,3.099732853154112e-06,2.2553002526568477e-06,1.6013818856035434e-06,1.1142586079392038e-06,7.610086800942166e-07,5.082780544903378e-07
8.68527536091931e-06,8.309538218625622e-06,7.584742514193089e-06,6.6316106086824414e-06,5.5416964341011e-06,4.455040639654725e-06,3.4608588119025627e-06,2.594458985287122e-06,1.8894285188592808e-06,1.3432423768744121e-06,9.36148324242498e-07,6.407165441992076e-07,4.2915164480153614e-07
6.975295049178067e-06,6.674099262420017e-06,6.093143035931407e-06,5.328911744255782e-06,4.455040639654725e-06,3.5838275350468904e-06,2.786061616918392e-06,2.090771900816476e-06,1.5247348782896957e-06,1.085961143832661e-06,7.58654769856857e-07,5.208628471394062e-07,3.503333019872007e-07
5.412839090181604e-06,5.1795863019221365e-06,4.729726814846261e-06,4.137741216706997e-06,3.4608588119025627e-06,2.786061616918392e-06,2.1675739271060703e-06,1.6284817490597335e-06,1.1893966771881558e-06,8.488073461312187e-07,5.945130605662725e-07,4.095430150014842e-07,2.766896047259132e-07
4.051387383971537e-06,3.877321006115882e-06,3.5416644270535496e-06,3.099732853154112e-06,2.594458985287122e-06,2.090771900816476e-06,1.6284817490597335e-06,1.2254805235448558e-06,8.970124280359167e-07,6.419815212598659e-07,4.513179229729459e-07,3.1238987488674664e-07,2.1238333290442966e-07
2.9442344124238286e-06,2.818239877447514e-06,2.57533571914289e-06,2.2553002526568477e-06,1.8894285188592808e-06,1.5247348782896957e-06,1.1893966771881558e-06,8.970124280359167e-07,6.584818289225598e-07,4.730426439621843e-07,3.341638516003637e-07,2.327341755610567e-07,1.595049903706413e-07
2.087304141108374e-06,1.9984529863416846e-06,1.827210513230544e-06,1.6013818856035434e-06,1.3432423768744121e-06,1.085961143832661e-06,8.488073461312187e-07,6.419815212598659e-07,4.730426439621843e-07,3.414823411045642e-07,2.427269497440205e-07,1.7038132043023119e-07,1.179483843442766e-07
1.4493957379964345e-06,1.3881293075325694e-06,1.270101724008243e-06,1.1142586079392038e-06,9.36148324242498e-07,7.58654769856857e-07,5.945130605662725e-07,4.513179229729459e-07,3.341638516003637e-07,2.427269497440205e-07,1.738827835573884e-07,1.232492410841683e-07,8.636932417959268e-08
9.872311661030935e-07,9.458866676502235e-07,8.6628627258908e-07,7.610086800942166e-07,6.407165441992076e-07,5.208628471394062e-07,4.095430150014842e-07,3.1238987488674664e-07,2.327341755610567e-07,1.7038132043023119e-07,1.232492410841683e-07,8.840567004306184e-08,6.28636741706264e-08
6.569748743401529e-07,6.298082012139358e-07,5.775503509729495e-07,5.082780544903378e-07,4.2915164480153614e-07,3.503333019872007e-07,2.766896047259132e-07,2.1238333290442966e-07,1.595049903706413e-07,1.179483843442766e-07,8.636932417959268e-08,6.28636741706264e-08,4.548766245356263e-08
