0,1,2,3,4,5,6,7,8,9
9.16134706047918e-05,8.691370834639314e-05,7.85223170186676e-05,6.754670940526655e-05,5.562385772363054e-05,4.347640457478918e-05,3.292302253505127e-05,2.4054823213717053e-05,1.7122566997615325e-05,1.196790933740317e-05
8.691370834639314e-05,8.245847334407851e-05,7.450051560087944e-05,6.409151833957475e-05,5.2782632235350286e-05,4.126372568819849e-05,3.125306280290102e-05,2.2840976525845353e-05,1.626449860818969e-05,1.1373579688432475e-05
7.85223170186676e-05,7.450051560087944e-05,6.731406992131529e-05,5.791392156146739e-05,4.7699406553831004e-05,3.729857102191689e-05,2.8255868474202987e-05,2.0657284432312202e-05,1.4715982716615788e-05,1.0296583987192001e-05
6.754670940526655e-05,6.409151833957475e-05,5.791392156146739e-05,4.983299773023053e-05,4.1049673562890765e-05,3.211076512434756e-05,2.4333999823930315e-05,1.7799343043477698e-05,1.2688814147828831e-05,8.886206562930717e-06
5.562385772363054e-05,5.2782632235350286e-05,4.7699406553831004e-05,4.1049673562890765e-05,3.3819853766445775e-05,2.6466116559126544e-05,2.0063842126754002e-05,1.468427903271541e-05,1.0476101968052545e-05,7.3438433854371e-06
4.347640457478918e-05,4.126372568819849e-05,3.729857102191689e-05,3.211076512434756e-05,2.6466116559126544e-05,2.0733290564390128e-05,1.573280409803347e-05,1.1531419885326544e-05,8.242852477519046e-06,5.792939311921122e-06
3.292302253505127e-05,3.125306280290102e-05,2.8255868474202987e-05,2.4333999823930315e-05,2.0063842126754002e-05,1.573280409803347e-05,1.194861417199202e-05,8.769356883043373e-06,6.279451404324562e-06,4.423050711106259e-06
2.4054823213717053e-05,2.2840976525845353e-05,2.0657284432312202e-05,1.7799343043477698e-05,1.468427903271541e-05,1.1531419885326544e-05,8.769356883043373e-06,6.449069622556463e-06,4.630315650588227e-06,3.2726442412242724e-06
1.7122566997615325e-05,1.626449860818969e-05,1.4715982716615788e-05,1.2688814147828831e-05,1.0476101968052545e-05,8.242852477519046e-06,6.279451404324562e-06,4.630315650588227e-06,3.336151252633702e-06,2.368500020569721e-06
1.196790933740317e-05,1.1373579688432475e-05,1.0296583987192001e-05,8.886206562930717e-06,7.3438433854371e-06,5.792939311921122e-06,4.423050711106259e-06,3.2726442412242724e-06,2.368500020569721e-06,1.6910319682364852e-06
