model,label,param,value,reference,is_free,sigma_norm,sigma_phys,z_vs_reference,signal_to_sigma,frac_uncertainty
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,lambda1,0.02365562968,0.0,True,958.7740597009517,958.7740597009517,2.4672788589397545e-05,2.4672788589397545e-05,40530.481440177486
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,lambda2,1.054290743,0.0,True,315.63011809059674,2518.728342362962,0.0004185805691180296,0.0004185805691180296,2389.0263279708624
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,lambda3,-2.35436517,0.0,True,169.28685075771187,3385.7370151542373,-0.0006953774494185712,0.0006953774494185712,1438.0679166920556
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,logx0,-5.207703485,,True,859.0284850628511,6877.697802795384,,,1320.677688851823
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,sigx,1.103273613,,True,120.96326330836466,229.83020028589283,,,208.31659307154374
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,amp,-0.4311061204,0.0,True,255.84699820512373,1535.0819892307425,-0.0002808358924307588,0.0002808358924307588,3560.798412711986
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,BNP,1.494664807,,True,947.8209397334581,3886.065852907178,,,2599.958087396901
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,c0,0.070012662,0.0,True,344.5310340442815,86.13275851107038,0.0008128459277314507,0.0008128459277314507,1230.2454449035286
broad_bump_42_alpha1_nolambda2_super,BroadBump42LogGaussAlpha1NoLambda2 super,c1,0.02763666218,0.0,True,128.12606619230561,32.031516548076404,0.0008627959322038304,0.0008627959322038304,1159.0226178346838
