0,1,2,3,4
1.0097557043096996e-07,4.353035364573959e-08,-3.696615112005116e-08,-5.470614530888101e-08,-5.283362764776751e-08
4.353035364573959e-08,2.2200361682384793e-08,-1.516777415729782e-08,-2.5276923954338586e-08,-2.52860172164839e-08
-3.696615112005116e-08,-1.516777415729782e-08,1.3784581000725912e-08,1.9644014693144804e-08,1.8705329583474387e-08
-5.470614530888101e-08,-2.5276923954338586e-08,1.9644014693144804e-08,3.0478020208237124e-08,2.9861034361832414e-08
-5.283362764776751e-08,-2.52860172164839e-08,1.8705329583474387e-08,2.9861034361832414e-08,2.9553280918939794e-08
