0,1,2
6.484131474836956e-08,-1.7670839508271502e-08,-4.71704752400953e-08
-1.7670839508271502e-08,5.040347515406809e-09,1.2630491992863919e-08
-4.71704752400953e-08,1.2630491992863919e-08,3.4539983247229404e-08
