qT_if_integrate,qT_mean,qT_min,qT_max,Q_if_integrate,Q_mean,Q_min,Q_max,y_if_integrate,y_mean,y_min,y_max,sqrts,isoscalarity,observable,if_fiducial,pT_min,eta_min,eta_max,xsec,error_unc_0,error_unc_1,error_add_0,error_mult_0 ,total_xsec,error_mult_1,bin_integrate_factor
True,1.0,0.0,2.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0271,0.000352,0.000271,0.000136,0.0,18.609,0.0072545542,1.0
True,3.0,2.0,4.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0568,0.000454,0.000398,0.000227,0.0,18.609,0.0072545542,1.0
True,5.0,4.0,6.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0564,0.000451,0.000282,0.000282,0.0,18.609,0.0072545542,1.0
True,7.0,6.0,8.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0471,0.000377,0.000283,0.000236,0.0,18.609,0.0072545542,1.0
True,9.0,8.0,10.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0395,0.000356,0.000237,0.000158,0.0,18.609,0.0072545542,1.0
True,11.0,10.0,12.0,True,91.0,66.0,116.0,True,2.2,2.0,2.4,7000.0,1,1/σ*dσ/dqT,True,20.0,-2.4,2.4,0.0322,0.000322,0.000225,0.000129,0.0,18.609,0.0072545542,1.0
