candidate,fit_name,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,fit_evals,fit_elapsed_s,lambda1,lambda2,lambda3,lambda4,alpha,logx0,sigx,amp,BNP,c0,c1,lambda5
poly_bstar_cslog_loggauss_42broadsig,PolyBstarCSLogLogGauss42BroadSig,0.9955017970027116,0.9169763747130948,1.1013921391811343,0.0509663869982333,0.0093543909624544,5573,458.5384476,0.3860723614324361,0.7721970210026478,-2.600532617030665,-0.0889827564138047,1.7378624177743756,-6.265050330816701,1.088547986752765,-1.5158805883263995,1.3660575468612706,0.0793299953397858,0.0250977978483935,
broad_bump_42_fixed_gauss_basis_log1mx,BroadBump42FixedGaussBasisLog1mX,1.0129761039152254,0.9461243870335315,1.1031246312253882,0.05206369174578047,0.009147877637749305,5336,435.13384440000004,1.0429717243447088,,-2.206917149878395,0.053101417385621685,1.0,,,-0.25833316145873386,1.486015590063408,0.07094203948688677,0.026705944492286547,-0.04999438170443249
