0,1,2,3,4,5
2.2944185054333053e-06,2.1330577894580297e-06,1.4824244724416564e-06,1.0872974537325343e-06,7.403599147450005e-07,4.4053759172513103e-07
2.1330577894580297e-06,1.9834240725302477e-06,1.3797314948969806e-06,1.0130695585830498e-06,6.906004463965023e-07,4.1210112360074937e-07
1.4824244724416564e-06,1.3797314948969806e-06,9.64277896899823e-07,7.117982993077691e-07,4.879492556058949e-07,2.952186840040246e-07
1.0872974537325343e-06,1.0130695585830498e-06,7.117982993077691e-07,5.285894164351642e-07,3.646154494197465e-07,2.2395349118327093e-07
7.403599147450005e-07,6.906004463965023e-07,4.879492556058949e-07,3.646154494197465e-07,2.5316592443135557e-07,1.5787257903887652e-07
4.4053759172513103e-07,4.1210112360074937e-07,2.952186840040246e-07,2.2395349118327093e-07,1.5787257903887652e-07,1.0192788000361281e-07
