model,param,value,sigma_norm,sigma_phys,frac_uncertainty
poly_bstar_cslog_loggauss_reduced,lambda1,0.588252501157,0.0074866415754466405,0.0597433997720642,0.10156080875909299
poly_bstar_cslog_loggauss_reduced,lambda2,0.584263485296,0.007818283931784591,0.06238990577564104,0.10678385239843119
poly_bstar_cslog_loggauss_reduced,lambda4,0.0358569177075,0.010175424565820625,0.010175424565820625,0.28377856258660755
poly_bstar_cslog_loggauss_reduced,logx0,-4.58250621488,0.016566106090766957,0.13263433453316384,0.028943623491984084
poly_bstar_cslog_loggauss_reduced,sigx,0.297130628652,0.006700183311679327,0.015745430782446418,0.05299161131209902
poly_bstar_cslog_loggauss_reduced,amp,-0.442315405156,0.00973617001201541,0.03894468004806164,0.08804730650140087
poly_bstar_cslog_loggauss_reduced,BNP,1.39929947648,0.012049018785461585,0.049400977020392485,0.03530407739782969
poly_bstar_cslog_loggauss_reduced,c0,0.0793076128696,0.008947916208521624,0.002236979052130406,0.028206359656903494
poly_bstar_cslog_loggauss_reduced,c1,0.0226528943801,0.006900643091660825,0.0017251607729152063,0.07615630673803507
