0,1,2,3,4,5,6,7,8,9,10,11,12
2.1735742649546122e-05,2.0750369282585908e-05,1.891107373349801e-05,1.6419639914084835e-05,1.3544946253817636e-05,1.053619355469828e-05,7.714249139193284e-06,5.267181381877193e-06,3.274647132473896e-06,1.7756494528479073e-06,7.589714065581978e-07,1.3925908112742048e-07,-1.6954297349536676e-07
2.0750369282585908e-05,1.9810875885787698e-05,1.8057101365715938e-05,1.568070746902695e-05,1.2939632523034417e-05,1.0070036850659494e-05,7.378669373232218e-06,5.043157081392956e-06,3.139662602810323e-06,1.708350238829202e-06,7.359812922079629e-07,1.4238708597918844e-07,-1.538443414788328e-07
1.891107373349801e-05,1.8057101365715938e-05,1.646293308944498e-05,1.430121529674135e-05,1.1809437427312576e-05,9.19952834020354e-06,6.751737001826764e-06,4.624477670565753e-06,2.887289407061344e-06,1.5823363028807868e-06,6.927587749240454e-07,1.479956850037135e-07,-1.247288691827736e-07
1.6419639914084835e-05,1.568070746902695e-05,1.430121529674135e-05,1.2430419875551414e-05,1.0272920392319089e-05,8.012993853141983e-06,5.891563056039214e-06,4.0470211860742585e-06,2.5396895767261994e-06,1.4052586888037322e-06,6.302506403671011e-07,1.5377249042820124e-07,-8.726540083138672e-08
1.3544946253817636e-05,1.2939632523034417e-05,1.1809437427312576e-05,1.0272920392319089e-05,8.505723519883915e-06,6.651419925630478e-06,4.911865920679283e-06,3.3920071395087848e-06,2.141984414517654e-06,1.2056691993883861e-06,5.592966634343161e-07,1.586898653481059e-07,-4.469629986492081e-08
1.053619355469828e-05,1.0070036850659494e-05,9.19952834020354e-06,8.012993853141983e-06,6.651419925630478e-06,5.2202225945703175e-06,3.877275081947739e-06,2.6978165109055496e-06,1.7210225849046055e-06,9.915431523075666e-07,4.818653909653405e-07,1.6248166870370955e-07,-1.6336202211593126e-09
7.714249139193284e-06,7.378669373232218e-06,6.751737001826764e-06,5.891563056039214e-06,4.911865920679283e-06,3.877275081947739e-06,2.908779667841579e-06,2.047196705824844e-06,1.3220241184594864e-06,7.875302309144036e-07,4.0454935742418944e-07,1.6035937384955297e-07,3.4465407116553426e-08
5.267181381877193e-06,5.043157081392956e-06,4.624477670565753e-06,4.0470211860742585e-06,3.3920071395087848e-06,2.6978165109055496e-06,2.047196705824844e-06,1.4622635436256632e-06,9.633177154818152e-07,5.969205602758489e-07,3.2828760964797284e-07,1.533420463105496e-07,6.066042381765303e-08
3.274647132473896e-06,3.139662602810323e-06,2.887289407061344e-06,2.5396895767261994e-06,2.141984414517654e-06,1.7210225849046055e-06,1.3220241184594864e-06,9.633177154818152e-07,6.572651289857962e-07,4.266545657460568e-07,2.5600010083159313e-07,1.418451932270175e-07,7.630147265545237e-08
1.7756494528479073e-06,1.708350238829202e-06,1.5823363028807868e-06,1.4052586888037322e-06,1.2056691993883861e-06,9.915431523075666e-07,7.875302309144036e-07,5.969205602758489e-07,4.266545657460568e-07,2.999700081986194e-07,1.9923852357027342e-07,1.2788704220791105e-07,8.458890143477966e-08
7.589714065581978e-07,7.359812922079629e-07,6.927587749240454e-07,6.302506403671011e-07,5.592966634343161e-07,4.818653909653405e-07,4.0454935742418944e-07,3.2828760964797284e-07,2.5600010083159313e-07,1.9923852357027342e-07,1.496734948455413e-07,1.1089138637890251e-07,8.333239057638478e-08
1.3925908112742048e-07,1.4238708597918844e-07,1.479956850037135e-07,1.5377249042820124e-07,1.586898653481059e-07,1.6248166870370955e-07,1.6035937384955297e-07,1.533420463105496e-07,1.418451932270175e-07,1.2788704220791105e-07,1.1089138637890251e-07,9.348347730139856e-08,7.657401837404625e-08
-1.6954297349536676e-07,-1.538443414788328e-07,-1.247288691827736e-07,-8.726540083138672e-08,-4.469629986492081e-08,-1.6336202211593126e-09,3.4465407116553426e-08,6.066042381765303e-08,7.630147265545237e-08,8.458890143477966e-08,8.333239057638478e-08,7.657401837404625e-08,6.664768102648222e-08
