candidate,chi2dN_total,chi2dN_collider,chi2dN_fixed_target,highE_mean_absdev_first3,highE_mean_shortfall_first3,cms_highmass_mean_signed_first3,zlike_mean_signed_first3
powerseed,0.8262324197402973,0.8873009892350718,0.7438823790579502,0.05143438742616864,0.01044630898550388,0.10190219748922232,-0.017031849234213414
xb_bump_logb_mult,0.804752615824677,0.8346458153378888,0.764442089208376,0.05133398999092701,0.01075374446165635,0.10145061382317666,-0.017922907436093913
xb_bump_logb_nobump,0.8046960138303747,0.8331683445986485,0.7663015071883086,0.0510429157384628,0.010788245652671388,0.10063667521447854,-0.01798040942111898
